model,lut_name,model_path,adapter_a,adapter_b,baseline_ttft_short_p99_ms,baseline_slowdown_short_p99,baseline_adapter_diverged,baseline_phase2_apply_ratio,baseline_hook_ttft_short_p99_ms,baseline_hook_slowdown_short_p99,waveslice_ttft_short_p99_ms,waveslice_slowdown_short_p99,waveslice_adapter_diverged,waveslice_phase2_apply_ratio,waveslice_hook_ttft_short_p99_ms,waveslice_hook_slowdown_short_p99,ttft_p99_improve_ratio,slowdown_p99_improve_ratio
mistralai/Mistral-7B-v0.1,Mistral-7B-v0.1,/home/onceas/.cache/huggingface/hub/models--mistralai--Mistral-7B-v0.1/snapshots/27d67f1b5f57dc0953326b2601d68371d40ea8da,/tmp/waveslice_synthetic_adapters/mistral-7b-v0.1/adapter_rank8_seed7,/tmp/waveslice_synthetic_adapters/mistral-7b-v0.1/adapter_rank16_seed11,3233.738793435041,8757.229791673457,True,,,,2736.451182132587,8012.777273262903,True,0.48484848484848486,2731.914941610303,8005.494242826621,1.1817272000134513,1.0929081756577272
