model,lut_name,model_path,adapter_a,adapter_b,baseline_ttft_short_p99_ms,baseline_slowdown_short_p99,baseline_adapter_diverged,baseline_phase2_apply_ratio,baseline_hook_ttft_short_p99_ms,baseline_hook_slowdown_short_p99,waveslice_ttft_short_p99_ms,waveslice_slowdown_short_p99,waveslice_adapter_diverged,waveslice_phase2_apply_ratio,waveslice_hook_ttft_short_p99_ms,waveslice_hook_slowdown_short_p99,ttft_p99_improve_ratio,slowdown_p99_improve_ratio
mistralai/Mistral-7B-Instruct-v0.2,Mistral-7B-v0.1,/home/onceas/.cache/huggingface/hub/models--mistralai--Mistral-7B-Instruct-v0.2/snapshots/63a8b081895390a26e140280378bc85ec8bce07a,/tmp/waveslice_synthetic_adapters/mistral-7b-instruct-v0.2/adapter_rank8_seed7,/tmp/waveslice_synthetic_adapters/mistral-7b-instruct-v0.2/adapter_rank16_seed11,3214.785528096836,8746.255483600822,True,,,,2644.1152016469277,7802.756525800518,True,0.48484848484848486,2640.0887308479287,7796.2984736405,1.2158265744603176,1.1209186720975517
