model,lut_name,model_path,adapter_a,adapter_b,baseline_ttft_short_p99_ms,baseline_slowdown_short_p99,baseline_adapter_diverged,baseline_phase2_apply_ratio,baseline_hook_ttft_short_p99_ms,baseline_hook_slowdown_short_p99,waveslice_ttft_short_p99_ms,waveslice_slowdown_short_p99,waveslice_adapter_diverged,waveslice_phase2_apply_ratio,waveslice_hook_ttft_short_p99_ms,waveslice_hook_slowdown_short_p99,ttft_p99_improve_ratio,slowdown_p99_improve_ratio
mistralai/Mistral-7B-v0.1,Mistral-7B-v0.1,/home/onceas/.cache/huggingface/hub/models--mistralai--Mistral-7B-v0.1/snapshots/27d67f1b5f57dc0953326b2601d68371d40ea8da,/tmp/waveslice_synthetic_adapters/mistral-7b-v0.1/adapter_rank8_seed7,/tmp/waveslice_synthetic_adapters/mistral-7b-v0.1/adapter_rank16_seed11,14983.776224881876,32470.967742219844,True,,,,4950.973360009957,15264.889173864301,True,0.49230769230769234,4947.056571149733,15258.594748491982,3.026430387589834,2.127166949748632
