density,density_level,target_long_fraction_pct,model_key,distserve_variant,distserve_decode_replay_mode,distserve_decode_batch_size,distserve_decode_batch_alpha,cucumis_variant,cucumis_dispatcher,comparison_scope,distserve_all_ttft_p99_ms,cucumis2_all_ttft_p99_ms,distserve_vs_cucumis2_all_ttft_p99_ms_ratio,distserve_short_ttft_p99_ms,cucumis2_short_ttft_p99_ms,distserve_vs_cucumis2_short_ttft_p99_ms_ratio,distserve_long_ttft_p99_ms,cucumis2_long_ttft_p99_ms,distserve_vs_cucumis2_long_ttft_p99_ms_ratio,distserve_all_completion_p99_ms,cucumis2_all_completion_p99_ms,distserve_vs_cucumis2_all_completion_p99_ms_ratio,distserve_short_completion_p99_ms,cucumis2_short_completion_p99_ms,distserve_vs_cucumis2_short_completion_p99_ms_ratio,distserve_long_completion_p99_ms,cucumis2_long_completion_p99_ms,distserve_vs_cucumis2_long_completion_p99_ms_ratio,distserve_round_wall_ms,cucumis2_round_wall_ms,distserve_vs_cucumis2_round_wall_ms_ratio,distserve_throughput_rps,cucumis2_throughput_rps,distserve_vs_cucumis2_throughput_rps_ratio
mid_l50,mid,50,gemma-7b-it,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-RR,round_robin,equal_resource_2xa100_real_split,2542.341147311752,618.2523341706838,4.1121416075557855,1652.2672652619908,165.30060706660151,9.99553053423617,2596.566530911737,628.5556494756019,4.13100500023829,25609.8462286195,5742.871796337422,4.459414581560475,20944.51288201032,5375.372612260107,3.8963834496310525,25629.58599611172,5773.683241030667,4.439035694576233,31168.25375704213,10469.101126519257,2.9771661750491543,1.2847130314884216,3.821591986513263,0.33617221200543856
mid_l50,mid,50,gemma-7b-it,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-LB,least_backlog,equal_resource_2xa100_real_split,2542.341147311752,667.4342938646441,3.8091257381919,1652.2672652619908,192.30008171231015,8.592129813724465,2596.566530911737,670.5463267693995,3.8723148979454405,25609.8462286195,5755.316295537923,4.449772160823676,20944.51288201032,5364.575426223164,3.9042256316556148,25629.58599611172,5761.484206047899,4.448434653211066,31168.25375704213,10766.103643034927,2.8950356406058066,1.2847130314884216,3.7153650258460984,0.3457837985100413
mid_l70,mid,70,gemma-7b-it,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-RR,round_robin,equal_resource_2xa100_real_split,4615.830713718029,827.5889767799526,5.577443445027097,1244.0218160966292,229.27496441174304,5.425894708078789,4653.507322698429,833.3491674624383,5.584102683954715,25306.43431249691,6478.288991172158,3.9063453864101323,19157.924829829877,6001.97074400814,3.1919390558435374,25312.113343816047,6489.6301545147435,3.9003938192389547,30915.212285072885,11212.212900527851,2.7572801693426148,1.293898439605182,3.567541685865379,0.3626862847129762
mid_l70,mid,70,gemma-7b-it,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-LB,least_backlog,equal_resource_2xa100_real_split,4615.830713718029,837.3815741727594,5.512219107851711,1244.0218160966292,176.261312229326,7.057826816119955,4653.507322698429,843.5773191938642,5.516396916817765,25306.43431249691,6209.010482115555,4.0757596376088605,19157.924829829877,5859.308371025254,3.2696563513481114,25312.113343816047,6221.481536235078,4.068502525707669,30915.212285072885,10723.386246491333,2.882971066643083,1.293898439605182,3.730165929031944,0.34687423139403767
mid_l90,mid,90,gemma-7b-it,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-RR,round_robin,equal_resource_2xa100_real_split,6575.923315834958,915.8971994373132,7.179761352993452,649.9480545134861,147.1054086269578,4.4182471642608245,6588.6080775351775,917.9408552372478,7.177595419077745,25088.548812797184,6360.526764079696,3.9444136851183025,10811.74852112883,6015.296312569117,1.7973758829697886,25090.06574191565,6361.925420019543,3.943784952738188,30605.41772858639,10572.756527499632,2.8947434520961504,1.3070419778572593,3.784191318822554,0.3453953216783827
mid_l90,mid,90,gemma-7b-it,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-LB,least_backlog,equal_resource_2xa100_real_split,6575.923315834958,1025.616791267821,6.4116767313316885,649.9480545134861,163.83745224942686,3.967029794408682,6588.6080775351775,1025.9574835465173,6.421911417576251,25088.548812797184,6779.905136217421,3.7004277063962494,10811.74852112883,6406.674054538598,1.6875758668368028,25090.06574191565,6782.040423476428,3.6994863161040628,30605.41772858639,11241.692675494465,2.7224919424547616,1.3070419778572593,3.558185013137464,0.367333900016841
high_l10,high,10,gemma-7b-it,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-RR,round_robin,equal_resource_2xa100_real_split,799.0039905509035,584.7965387476142,1.366293980231194,800.5241305915422,181.25332434865413,4.416603852471555,741.6137584733148,626.8125216232147,1.1831508352015798,25937.905780762398,5119.9023343552835,5.066093860172939,25941.349731509064,4901.572102899081,5.292454989321857,19286.91860273433,5166.11198296072,3.7333527934253024,30073.519118727076,8870.836181510496,3.3901560690985795,1.3300803380165513,4.509158105498468,0.2949730985025012
high_l10,high,10,gemma-7b-it,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-LB,least_backlog,equal_resource_2xa100_real_split,799.0039905509035,537.5376190035604,1.4864150197190409,800.5241305915422,150.5987244701828,5.315610297549624,741.6137584733148,538.2009730045684,1.3779494940954329,25937.905780762398,5079.046028537268,5.106845977576687,25941.349731509064,4788.707675795013,5.417192171205633,19286.91860273433,5137.312933595676,3.754281440907893,30073.519118727076,8876.845095978608,3.3878612044667755,1.3300803380165513,4.506130713402403,0.295171272786328
high_l30,high,30,gemma-7b-it,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-RR,round_robin,equal_resource_2xa100_real_split,2549.7069521074245,870.0325537010212,2.9305879892209274,2532.3411086636474,260.30643199395854,9.728307861107407,2511.710338807132,878.4341050396324,2.859304214621552,25651.808152985508,5853.981966811989,4.3819417788461665,25668.323909045834,5560.755599609693,4.6159777118864,20755.280920314628,5897.520752182754,3.5193230837946285,29771.99757164965,8850.126073494577,3.364019599767557,1.3435882800674976,4.519709637441314,0.2972731409418872
high_l30,high,30,gemma-7b-it,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-LB,least_backlog,equal_resource_2xa100_real_split,2549.7069521074245,562.3205035252613,4.5342592633968986,2532.3411086636474,173.18892301729647,14.621842231854176,2511.710338807132,563.9546204885119,4.453745474469957,25651.808152985508,5209.379645308072,4.924157941932549,25668.323909045834,4870.490846595785,5.270171881543855,20755.280920314628,5221.036130129651,3.9753183856628906,29771.99757164965,8893.683044475294,3.347544253912202,1.3435882800674976,4.497585102738736,0.2987354879064634
high_l50,high,50,gemma-7b-it,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-RR,round_robin,equal_resource_2xa100_real_split,3874.028043459064,747.6896176708397,5.181331868064742,2522.9372691427693,216.68775420985176,11.643192659145033,3930.2079436623744,756.6519188822713,5.1942086520682995,25628.603384207938,6083.526852341602,4.212787089834784,21010.99268564053,5778.079146220116,3.636328294219616,25634.129184207937,6113.358511134284,4.193133633095523,29862.773694207935,9310.70981900569,3.2073573631571994,1.339460318997223,4.296269932543375,0.3117728494783538
high_l50,high,50,gemma-7b-it,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-LB,least_backlog,equal_resource_2xa100_real_split,3874.028043459064,770.4719778851722,5.0281232214216,2522.9372691427693,260.5540785007179,9.682969783701997,3930.2079436623744,790.6922717872657,4.970591067974659,25628.603384207938,6033.4132414421765,4.24777855562267,21010.99268564053,5674.676838170853,3.7025884089662284,25634.129184207937,6048.865124047152,4.237841092257113,29862.773694207935,9768.059690985958,3.057185832081425,1.339460318997223,4.095088287995974,0.32708948496265966
high_l70,high,70,gemma-7b-it,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-RR,round_robin,equal_resource_2xa100_real_split,5909.80488329821,819.2137398672639,7.213996293880236,1761.312303348721,222.07552112580743,7.931141147028647,5947.947887936925,826.2831797424587,7.198437574138711,25783.90176998923,6115.23394574062,4.216339390899055,19221.35037461054,5767.0357823887025,3.3329688075299355,25784.120895518347,6124.178630901733,4.210216985738356,30035.63792795887,9658.940212512645,3.1096204414899775,1.331807959712962,4.143444547904597,0.3214253127597611
high_l70,high,70,gemma-7b-it,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-LB,least_backlog,equal_resource_2xa100_real_split,5909.80488329821,913.7717688910197,6.467484643863011,1761.312303348721,171.45841479097726,10.272533462390365,5947.947887936925,916.7259404750075,6.488250877743197,25783.90176998923,6337.366915198218,4.06855120036596,19221.35037461054,6032.6200606892235,3.1862358612411126,25784.120895518347,6343.60326330032,4.064585981391263,30035.63792795887,9872.547964499081,3.042339022911279,1.331807959712962,4.051638974685541,0.32870844812038746
high_l90,high,90,gemma-7b-it,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-RR,round_robin,equal_resource_2xa100_real_split,8143.31011981835,960.622539051983,8.477117482434673,885.7912772029299,221.54387675691396,3.9982656716567817,8155.666056158676,961.7477768901153,8.480046694290932,28998.505874291717,6533.094291637535,4.4387092210516945,11966.559923221736,6206.283613183477,1.9281361711866012,29002.101604971052,6535.2574249583995,4.437790238256095,33254.07481839505,9535.548547971086,3.4873793207702395,1.2028716428401935,4.194864908695715,0.28674860073484354
high_l90,high,90,gemma-7b-it,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-LB,least_backlog,equal_resource_2xa100_real_split,8143.31011981835,977.2346634409041,8.333013987802325,885.7912772029299,154.44167608977295,5.735442010406843,8155.666056158676,978.0642376004835,8.338579147078555,28998.505874291717,6419.558717256878,4.517211719917562,11966.559923221736,6066.9707165966975,1.9724110239210857,29002.101604971052,6421.064799895976,4.516712182291152,33254.07481839505,9465.381209999443,3.5132314357571452,1.2028716428401935,4.226001128294594,0.28463590196096644
mid_l10,mid,10,mistral-7b-instruct-v0.2,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-RR,round_robin,equal_resource_2xa100_real_split,410.3714057319965,471.52792360488087,0.8703013865958641,389.9231454267035,149.4306187116308,2.6093925648475826,398.51971056977993,496.544377959508,0.8025862908919659,27430.46865237291,4940.679794572352,5.551962440979683,27436.751248460023,4637.237518635811,5.916615471646447,20690.15890077033,4969.9067023725365,4.16308798933655,32760.395099937923,10245.95373148482,3.1973983055641186,1.2209904742316682,3.9039816223269996,0.312755179801253
mid_l10,mid,10,mistral-7b-instruct-v0.2,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-LB,least_backlog,equal_resource_2xa100_real_split,410.3714057319965,526.5521450908273,0.7793556812140795,389.9231454267035,162.19069285871228,2.4041030872614484,398.51971056977993,554.6121539405431,0.7185556748770836,27430.46865237291,5573.690169300244,4.921419709236673,27436.751248460023,5209.53247697762,5.266643670945655,20690.15890077033,5602.683557361888,3.6929015692102762,32760.395099937923,10866.45997453748,3.0148176293570104,1.2209904742316682,3.6810518541190156,0.3316960810713402
mid_l30,mid,30,mistral-7b-instruct-v0.2,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-RR,round_robin,equal_resource_2xa100_real_split,936.0458020761058,485.96551629365416,1.9261568376602298,895.0490564781088,166.18235804053256,5.385945096890505,918.0365500256272,505.8750952093397,1.814749448469544,27465.940837864815,5416.211143282708,5.0710616907778086,27491.817520410237,5272.4670999799855,5.214222677750724,21874.353044681375,5455.763452042593,4.009402760394936,32811.50966510936,10915.215034487534,3.006034197351006,1.2190851987644704,3.664611068647076,0.33266427894476125
mid_l30,mid,30,mistral-7b-instruct-v0.2,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-LB,least_backlog,equal_resource_2xa100_real_split,936.0458020761058,580.8012394353864,1.6116456689831842,895.0490564781088,167.00424545735586,5.359438941369053,918.0365500256272,581.7542288187542,1.5780487782438484,27465.940837864815,5574.827987075259,4.926778171728732,27491.817520410237,5258.628652567277,5.227944267749094,21874.353044681375,5575.324765871919,3.9234222154340217,32811.50966510936,10901.982409980024,3.0096828660329384,1.2190851987644704,3.6690640592109194,0.3322605381347991
mid_l50,mid,50,mistral-7b-instruct-v0.2,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-RR,round_robin,equal_resource_2xa100_real_split,1125.8439612019436,668.5704887239262,1.6839570100540886,817.650274441639,239.27401416702185,3.4172130111500105,1163.9680340940563,668.660289128311,1.7407464642643067,27420.495421465755,5335.89144534868,5.138878049209252,21807.290319307256,4986.926501689595,4.372891862737267,27463.61063110466,5351.59883644752,5.13185152146708,32823.90336385016,10530.160962500719,3.117132157878723,1.2186242027090808,3.7986124055975914,0.32080772466107105
mid_l50,mid,50,mistral-7b-instruct-v0.2,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-LB,least_backlog,equal_resource_2xa100_real_split,1125.8439612019436,613.4644287527772,1.8352228889470827,817.650274441639,167.6678454488865,4.87660751083546,1163.9680340940563,620.7772596512223,1.8750171917509035,27420.495421465755,5738.84843657841,4.778048370591623,21807.290319307256,5339.512742285151,4.084134896169269,27463.61063110466,5739.207006270299,4.785262249836892,32823.90336385016,11136.851536996306,2.9473234203410255,1.2186242027090808,3.5917016270436184,0.33928881885217954
mid_l70,mid,70,mistral-7b-instruct-v0.2,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-RR,round_robin,equal_resource_2xa100_real_split,2331.764286457281,590.9994535840815,3.945459293264035,764.8529476116087,172.7957074844744,4.426342290246592,2355.7398092164176,597.4480927846162,3.9430033130353914,25959.052455287354,5245.3900562552735,4.948926996254637,19817.592466302733,4948.99882533733,4.004363946267847,25967.99583234226,5247.070784177631,4.9490462203498184,31427.08079624051,10581.768755464918,2.9699270058240597,1.2770034645351527,3.7801493258973817,0.3378182591323957
mid_l70,mid,70,mistral-7b-instruct-v0.2,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-LB,least_backlog,equal_resource_2xa100_real_split,2331.764286457281,585.3688167201472,3.9834104924178932,764.8529476116087,166.29456983675482,4.5993861877897535,2355.7398092164176,589.8325698790723,3.9939127296741046,25959.052455287354,5620.728358129272,4.618449923441455,19817.592466302733,5303.247579429299,3.7368786143745103,25967.99583234226,5621.091872091638,4.619742289086521,31427.08079624051,11126.335927007352,2.8245669555919513,1.2770034645351527,3.5950743810392582,0.3552091915733879
mid_l90,mid,90,mistral-7b-instruct-v0.2,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-RR,round_robin,equal_resource_2xa100_real_split,3352.4998037528767,576.9709771394264,5.810517229782144,375.5537545830589,142.9037435495411,2.628019009543049,3360.2719866728926,576.9911668205168,5.823784106071357,24074.735719122324,5419.919155132084,4.4418994140025365,10385.294231417261,5002.107270897832,2.07618382993078,24075.794210559943,5422.6677064507385,4.439843175697392,29479.421617444597,10657.705344971368,2.7660195758136523,1.3568849428530816,3.753153114051578,0.36153199766164257
mid_l90,mid,90,mistral-7b-instruct-v0.2,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-LB,least_backlog,equal_resource_2xa100_real_split,3352.4998037528767,693.7392022603308,4.83250736419365,375.5537545830589,162.71478594571818,2.30804934167657,3360.2719866728926,696.9924497199826,4.821102420869674,24074.735719122324,6000.266037556285,4.012278050412443,10385.294231417261,5612.293991037295,1.8504544216682766,24075.794210559943,6002.767648575536,4.010782295775376,29479.421617444597,10994.133435523003,2.681377462837955,1.3568849428530816,3.640837614716741,0.37268482872413083
high_l10,high,10,mistral-7b-instruct-v0.2,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-RR,round_robin,equal_resource_2xa100_real_split,496.32562908070474,503.84435838001076,0.9850772779842556,496.87779728278065,173.07911464013154,2.870813144127157,464.16706321984987,549.7109532592003,0.8443838720473618,26443.941419355913,5024.53973976837,5.262957960120537,26447.632422853596,4729.780577185738,5.591725026404961,20180.361609513027,5070.616934291902,3.9798631746436905,30494.10344362841,8837.688256503436,3.4504615413638917,1.3131886772554873,4.526071280075543,0.29013875301441766
high_l10,high,10,mistral-7b-instruct-v0.2,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-LB,least_backlog,equal_resource_2xa100_real_split,496.32562908070474,437.72524315398186,1.1338748149512332,496.87779728278065,148.89034551888471,3.337206287964175,464.16706321984987,441.16488330997527,1.052139643883923,26443.941419355913,4987.91212953598,5.301605307512898,26447.632422853596,4697.181598303723,5.630532239248433,20180.361609513027,4989.21377270337,4.044797943900977,30494.10344362841,8921.730368488026,3.417958421085558,1.3131886772554873,4.483435203719175,0.2928978824465108
high_l30,high,30,mistral-7b-instruct-v0.2,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-RR,round_robin,equal_resource_2xa100_real_split,1521.7856885916146,582.8161431456101,2.6110904896665046,1502.255387889651,176.95969969790897,8.489251453603153,1494.0086537755694,606.1768826437765,2.4646414215923387,26665.337566719005,5355.712846447423,4.978858712413379,26681.167565055886,5094.488457679108,5.23726136327552,21194.6596214057,5375.54850704124,3.9427901345590257,30724.87536544705,8814.568843480647,3.485692370327507,1.3043844277008951,4.537951512818726,0.28743904028421036
high_l30,high,30,mistral-7b-instruct-v0.2,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-LB,least_backlog,equal_resource_2xa100_real_split,1521.7856885916146,550.1550581678748,2.766103239438463,1502.255387889651,174.3988432266633,8.613906836166306,1494.0086537755694,556.5650833165273,2.684337732566495,26665.337566719005,5455.865173121274,4.887462706755984,26681.167565055886,5125.1312485925155,5.2059481544756885,21194.6596214057,5477.00937662652,3.8697504721929517,30724.87536544705,9184.89807598873,3.3451514770499613,1.3043844277008951,4.3589762853909875,0.2992410011663772
high_l50,high,50,mistral-7b-instruct-v0.2,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-RR,round_robin,equal_resource_2xa100_real_split,2226.416417682147,667.4095131314243,3.335907525854711,1524.1849897866473,219.94132202788018,6.9299619359087,2265.83323647805,674.889709733834,3.357338545540514,25442.344616609073,5448.112777209026,4.669937216248806,20316.01307074517,5136.046255399415,3.9555743972101856,25465.4991270526,5454.947015313082,4.668331159874891,29572.224038313725,9152.067063495308,3.2312070959650137,1.3526217065090946,4.370622897321663,0.3094803048183331
high_l50,high,50,mistral-7b-instruct-v0.2,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-LB,least_backlog,equal_resource_2xa100_real_split,2226.416417682147,628.0216494665365,3.5451268591987914,1524.1849897866473,189.97053487546503,8.023270507638593,2265.83323647805,632.6614848602912,3.581430655571529,25442.344616609073,5412.9476724608685,4.700275368640745,20316.01307074517,5057.525294018851,4.01698694315407,25465.4991270526,5413.800427865644,4.703811946221337,29572.224038313725,9332.76219296644,3.1686464764526616,1.3526217065090946,4.285976623115401,0.31559241345695854
high_l70,high,70,mistral-7b-instruct-v0.2,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-RR,round_robin,equal_resource_2xa100_real_split,3470.8075620218087,655.0263243427617,5.298729887694723,1165.9725401536416,181.6435047137202,6.41901587392996,3495.1275102846835,664.3207217860618,5.261205010868616,25585.92414175341,5396.738527254784,4.740997551120653,19220.467979323617,5118.155572152755,3.755350478969374,25589.069936073345,5398.222124877502,4.740277325408135,29811.001564622587,9271.856985494052,3.21521369573132,1.3418002105066689,4.31426673512533,0.3110146620240645
high_l70,high,70,mistral-7b-instruct-v0.2,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-LB,least_backlog,equal_resource_2xa100_real_split,3470.8075620218087,650.523617369181,5.3354059243203125,1165.9725401536416,166.07507973327301,7.020755564448722,3495.1275102846835,653.9069629486767,5.3449920375890025,25585.92414175341,5662.5127312931,4.518475340524413,19220.467979323617,5347.174678618612,3.594509088356363,25589.069936073345,5663.090197517886,4.518570081629452,29811.001564622587,9496.522430005993,3.1391492816811866,1.3418002105066689,4.212068661908992,0.31856085885801744
high_l90,high,90,mistral-7b-instruct-v0.2,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-RR,round_robin,equal_resource_2xa100_real_split,4797.127812463013,666.1052679599379,7.201756303707134,554.1140787591353,144.9468046083348,3.8228788848186337,4805.287146562201,666.5581897614175,7.209103751740216,25679.82214482165,5697.196413856291,4.507448976546627,10714.009668485407,5363.557100939215,1.9975567458038754,25680.759951072647,5700.095951255935,4.505320642087482,29897.335215429914,9353.591450026981,3.1963482022024463,1.3379142685286345,4.276435136845369,0.31285737435867766
high_l90,high,90,mistral-7b-instruct-v0.2,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-LB,least_backlog,equal_resource_2xa100_real_split,4797.127812463013,673.225590211805,7.125587443807325,554.1140787591353,160.36048507259693,3.4554278038525625,4805.287146562201,675.155941012781,7.11729965577128,25679.82214482165,6059.672213323356,4.237823638110262,10714.009668485407,5679.805837056192,1.886333789543484,25680.759951072647,6062.45417616301,4.2360336597754324,29897.335215429914,9821.440716509498,3.0440885485541385,1.3379142685286345,4.072731919079145,0.3285053608024218
mid_l10,mid,10,qwen2.5-7b-instruct,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-RR,round_robin,equal_resource_2xa100_real_split,297.1919239309329,437.4117352333269,0.6794329003825261,268.4239593118457,145.4054985952098,1.8460371987658009,296.64252741412906,447.2613359589013,0.6632420546214784,21877.373151411084,4792.365682646923,4.565046701387728,21883.005661688243,4628.966456565831,4.727406402059555,16553.642676511008,4882.360375643184,3.390499963725085,27249.631235736677,10272.840208503527,2.65258980794623,1.4715069084185959,3.8937668879989156,0.3779134577763161
mid_l10,mid,10,qwen2.5-7b-instruct,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-LB,least_backlog,equal_resource_2xa100_real_split,297.1919239309329,421.81869587482646,0.704548961052034,268.4239593118457,134.23759730067104,1.9996183238487082,296.64252741412906,444.12760012288345,0.667921847982545,21877.373151411084,4411.148605249764,4.959563848149333,21883.005661688243,4128.304347165977,5.300724903363925,16553.642676511008,4431.005558864854,3.7358659240210392,27249.631235736677,9733.994969005334,2.7994293527481835,1.4715069084185959,4.109310022827081,0.3580909934379309
mid_l30,mid,30,qwen2.5-7b-instruct,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-RR,round_robin,equal_resource_2xa100_real_split,571.580859584099,506.0558998747728,1.129481663439831,552.1917285164452,127.84236092033098,4.319317357261268,567.4076801767444,530.451498364564,1.0696692947915503,21581.5122596537,4550.053417843301,4.743133822346027,21600.916244297492,4270.7308341233875,5.057896899449836,17632.078355344343,4560.068856414873,3.866625463459928,26817.977651076242,9691.435451021283,2.767183229626749,1.494306944637095,4.127361625459047,0.36204895045291735
mid_l30,mid,30,qwen2.5-7b-instruct,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-LB,least_backlog,equal_resource_2xa100_real_split,571.580859584099,453.53866926336195,1.260269296358922,552.1917285164452,132.2436020913301,4.175564789403501,567.4076801767444,455.00332575000357,1.247040731496763,21581.5122596537,4455.75931887317,4.843509425709177,21600.916244297492,4145.377830246289,5.210843770787021,17632.078355344343,4458.4546373732155,3.9547510941442754,26817.977651076242,9743.091527502162,2.7525121338926364,1.494306944637095,4.105473844646603,0.36397916566576594
mid_l50,mid,50,qwen2.5-7b-instruct,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-RR,round_robin,equal_resource_2xa100_real_split,756.6591126623541,597.793690530525,1.2657529255466722,593.25550462278,218.68385718553316,2.712845439338749,790.9682407607639,611.5377151311258,1.2934087648071955,23488.82857899012,5059.584304775053,4.6424423755173345,18863.283175352655,4780.3549511305755,3.9460005309629578,23528.516926494296,5066.796934380836,4.643666843413666,28873.959875287954,10165.56247552075,2.8403701167365885,1.3853413066457394,3.938453220027119,0.3517475590674149
mid_l50,mid,50,qwen2.5-7b-instruct,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-LB,least_backlog,equal_resource_2xa100_real_split,756.6591126623541,484.76286915130913,1.5608850446550557,593.25550462278,142.9286019736901,4.1507122887271,790.9682407607639,486.56150214839727,1.625628491502653,23488.82857899012,4858.392154309549,4.834691773111558,18863.283175352655,4473.83247590973,4.216358854947269,23528.516926494296,4871.733398514916,4.829598625751289,28873.959875287954,10300.474717476478,2.80316787985494,1.3853413066457394,3.88414108277108,0.35666606261824796
mid_l70,mid,70,qwen2.5-7b-instruct,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-RR,round_robin,equal_resource_2xa100_real_split,1863.733471449559,547.2462740770425,3.4056576713890583,607.4263528776294,130.83212914207252,4.642791926270773,1884.7502677884356,556.5938214407652,3.3862220441284903,21375.121971661,4631.5722687519155,4.615089807811856,16608.032226836087,4382.141890558996,3.7899348404525366,21380.49799139994,4632.795633294154,4.615031545476854,26808.732302968358,9978.124528496159,2.68675062396809,1.4954308934339748,4.008770486282057,0.37303978827206835
mid_l70,mid,70,qwen2.5-7b-instruct,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-LB,least_backlog,equal_resource_2xa100_real_split,1863.733471449559,573.7275874288753,3.248464100884124,607.4263528776294,140.74077713914448,4.3159229700507655,1884.7502677884356,580.2785679139197,3.24800944236842,21375.121971661,5236.244073791313,4.0821477514099715,16608.032226836087,4885.498460381932,3.399455011912485,21380.49799139994,5237.34999601671,4.082312239522082,26808.732302968358,10335.74879297316,2.5937871401435846,1.4954308934339748,3.8700763788743293,0.3864086253173493
mid_l90,mid,90,qwen2.5-7b-instruct,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-RR,round_robin,equal_resource_2xa100_real_split,2988.4767076137414,528.5869880189421,5.653708425199919,359.54748388323827,138.95764483546373,2.587460979991201,2995.949406734149,529.1310349392006,5.662017929223139,22730.391519546443,4933.5126003396,4.6073443732528,10218.946301286152,4600.099551226012,2.221461989569902,22731.60710920584,4935.317878916976,4.60590536757769,28147.608623140495,10172.903673481502,2.766919802505852,1.4222282803725226,3.933045484482948,0.36160992441700524
mid_l90,mid,90,qwen2.5-7b-instruct,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-LB,least_backlog,equal_resource_2xa100_real_split,2988.4767076137414,549.2782863852335,5.440733379942474,359.54748388323827,127.17048092541518,2.8272872860653173,2995.949406734149,551.0213690664386,5.437083886256535,22730.391519546443,4890.942652922822,4.647445928641749,10218.946301286152,4533.971295167576,2.253862152188253,22731.60710920584,4892.118392622797,4.646577471118563,28147.608623140495,10121.426082520378,2.780992361516248,1.4222282803725226,3.9520124711471496,0.3598744413778868
high_l10,high,10,qwen2.5-7b-instruct,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-RR,round_robin,equal_resource_2xa100_real_split,459.7892224121032,459.2155547512811,1.0012492339488213,460.3483301734227,149.53875923674786,3.078454927157748,429.7683784941024,506.5242322246195,0.8484655839792489,22816.955512547673,4950.969603364938,4.608583235300026,22820.949482261887,4650.644646745059,4.907050788804956,17403.24602469105,5000.547369493288,3.48026820640928,26835.09814964699,8841.045883970783,3.0352854743464506,1.4928798778093146,4.524351595172789,0.3299654870771157
high_l10,high,10,qwen2.5-7b-instruct,DistServe-2A100,continuous_batching,16,0.08,CUCUMIS-2A100-LB,least_backlog,equal_resource_2xa100_real_split,459.7892224121032,424.4898895776714,1.083157063810286,460.3483301734227,136.4165230508661,3.3745789723857063,429.7683784941024,437.2394796446315,0.9829130225006185,22816.955512547673,4476.872467154753,5.096628434235662,22820.949482261887,4247.196986664494,5.373178958714641,17403.24602469105,4503.746785927215,3.864170623239897,26835.09814964699,8328.760090499538,3.221979965572221,1.4928798778093146,4.802636148477574,0.31084592537424566
