gpu_profile,gpu_label,density,density_level,target_long_fraction_pct,model_key,distserve_decode_replay_mode,distserve_decode_batch_size,distserve_decode_batch_alpha,cucumis_dispatcher,comparison_scope,distserve_all_ttft_p99_ms,cucumis_all_ttft_p99_ms,all_ttft_p99_ratio,distserve_short_ttft_p99_ms,cucumis_short_ttft_p99_ms,short_ttft_p99_ratio,distserve_all_completion_p99_ms,cucumis_all_completion_p99_ms,all_completion_p99_ratio,distserve_round_wall_ms,cucumis_round_wall_ms,round_wall_ratio,distserve_throughput_rps,cucumis_throughput_rps,throughput_ratio
rtx5090,RTX 5090,high_l50,high,50,gemma-2-9b-it,continuous_batching,16,0.08,least_backlog,equal_resource_2xgpu_real_split,2097.3,897.389,2.33711,1498.03,196.567,7.62096,20039,6261.78,3.20021,24201.4,10045,2.40931,1.6528,3.98598,0.414652
rtx5090,RTX 5090,high_l70,high,70,gemma-2-9b-it,continuous_batching,16,0.08,least_backlog,equal_resource_2xgpu_real_split,2869.79,3336.62,0.860088,924.729,178.481,5.18112,20225.7,8400.77,2.4076,24390.7,12259.7,1.9895,1.64006,3.26283,0.502648
rtx5090,RTX 5090,high_l90,high,90,gemma-2-9b-it,continuous_batching,16,0.08,least_backlog,equal_resource_2xgpu_real_split,4083.73,4214.71,0.968922,464.99,156.039,2.97995,20129.3,9903.19,2.03261,24196.2,13650.4,1.77255,1.65316,2.93124,0.563979
rtx5090,RTX 5090,mid_l10,mid,10,gemma-7b-it,continuous_batching,16,0.08,least_backlog,equal_resource_2xgpu_real_split,343.044,435.823,0.787117,310.068,124.929,2.48195,11568.7,3875.36,2.9852,16847.2,9079.9,1.85544,2.38392,4.40534,0.541145
rtx5090,RTX 5090,mid_l30,mid,30,gemma-7b-it,continuous_batching,16,0.08,least_backlog,equal_resource_2xgpu_real_split,549.921,758.364,0.725141,480.578,694.99,0.691489,10517.2,4410.44,2.38461,15874.4,9133.27,1.73808,2.51978,4.3796,0.575346
rtx5090,RTX 5090,mid_l50,mid,50,gemma-7b-it,continuous_batching,16,0.08,least_backlog,equal_resource_2xgpu_real_split,830.609,1019.72,0.814547,567.81,363.333,1.56278,10488,4478.81,2.34169,15880.1,9588.3,1.6562,2.5189,4.17187,0.603781
rtx5090,RTX 5090,mid_l70,mid,70,gemma-7b-it,continuous_batching,16,0.08,least_backlog,equal_resource_2xgpu_real_split,2347.79,2656.25,0.883875,539.559,144.141,3.74327,11865.9,6471.75,1.83349,17286.7,11200.2,1.54343,2.32648,3.57175,0.651357
rtx5090,RTX 5090,mid_l90,mid,90,gemma-7b-it,continuous_batching,16,0.08,least_backlog,equal_resource_2xgpu_real_split,3928.31,5831.89,0.673592,387.154,105.435,3.67196,10875.5,9787.63,1.11115,16257.9,13265.9,1.22554,2.46037,3.02709,0.812784
rtx5090,RTX 5090,high_l10,high,10,gemma-7b-it,continuous_batching,16,0.08,least_backlog,equal_resource_2xgpu_real_split,373.857,433.115,0.863182,354.459,123.169,2.87782,11710,3855.81,3.03698,15823.7,7636.33,2.07216,2.52786,5.23813,0.482588
rtx5090,RTX 5090,high_l30,high,30,gemma-7b-it,continuous_batching,16,0.08,least_backlog,equal_resource_2xgpu_real_split,1208.59,1928.52,0.626693,1159.13,1534.42,0.755418,11735.2,5573.05,2.10571,15808.2,8377.79,1.88692,2.53034,4.77885,0.529487
rtx5090,RTX 5090,high_l50,high,50,gemma-7b-it,continuous_batching,16,0.08,least_backlog,equal_resource_2xgpu_real_split,1943.65,2379.2,0.816935,1203.77,1624.02,0.741227,11753.4,5839.71,2.01267,15939.5,9230.1,1.7269,2.5095,4.34505,0.577553
rtx5090,RTX 5090,high_l70,high,70,gemma-7b-it,continuous_batching,16,0.08,least_backlog,equal_resource_2xgpu_real_split,3597.99,4343.72,0.82832,917.187,145.38,6.30891,12337.5,6926.5,1.7812,16451.5,10437.7,1.57615,2.43312,3.83295,0.634789
rtx5090,RTX 5090,high_l90,high,90,gemma-7b-it,continuous_batching,16,0.08,least_backlog,equal_resource_2xgpu_real_split,5307.27,6662.24,0.796618,492.638,106.159,4.64055,11891.7,10700.9,1.11128,16052.5,13893.2,1.15543,2.49185,2.89935,0.859451
rtx5090,RTX 5090,mid_l10,mid,10,mistral-7b-instruct-v0.2,continuous_batching,16,0.08,least_backlog,equal_resource_2xgpu_real_split,588.626,359.918,1.63545,571.126,108.078,5.2844,10463.7,3165.75,3.30528,15735.5,8665.73,1.81583,2.55397,4.61588,0.5533
rtx5090,RTX 5090,mid_l30,mid,30,mistral-7b-instruct-v0.2,continuous_batching,16,0.08,least_backlog,equal_resource_2xgpu_real_split,328.599,433.354,0.75827,262.668,112.613,2.33249,9486.77,3695.6,2.56704,14758.3,8819.41,1.67339,2.71035,4.53639,0.59747
rtx5090,RTX 5090,mid_l50,mid,50,mistral-7b-instruct-v0.2,continuous_batching,16,0.08,least_backlog,equal_resource_2xgpu_real_split,395.532,442.408,0.894044,357.179,123.235,2.89835,10644.6,3996.33,2.6636,15890,9078.05,1.75037,2.51733,4.40623,0.571311
rtx5090,RTX 5090,mid_l70,mid,70,mistral-7b-instruct-v0.2,continuous_batching,16,0.08,least_backlog,equal_resource_2xgpu_real_split,999.436,497.123,2.01044,410.094,112.634,3.64094,10154.7,4066.96,2.49686,15457.7,8986.33,1.72013,2.59267,4.45122,0.582463
rtx5090,RTX 5090,mid_l90,mid,90,mistral-7b-instruct-v0.2,continuous_batching,16,0.08,least_backlog,equal_resource_2xgpu_real_split,1775.77,479.831,3.70083,214.397,110.776,1.93541,9542.58,4429.55,2.1543,14813.1,9095.81,1.62856,2.70041,4.39788,0.614025
rtx5090,RTX 5090,high_l10,high,10,mistral-7b-instruct-v0.2,continuous_batching,16,0.08,least_backlog,equal_resource_2xgpu_real_split,259.666,392.521,0.661534,215.244,113.732,1.89255,10603.2,3562.31,2.9765,14656.6,7450.34,1.96725,2.72914,5.36889,0.508325
rtx5090,RTX 5090,high_l30,high,30,mistral-7b-instruct-v0.2,continuous_batching,16,0.08,least_backlog,equal_resource_2xgpu_real_split,501.699,410.236,1.22295,472.877,119.725,3.9497,10695.1,3559.28,3.00484,14696.1,7068.65,2.07905,2.72183,5.66283,0.480647
rtx5090,RTX 5090,high_l50,high,50,mistral-7b-instruct-v0.2,continuous_batching,16,0.08,least_backlog,equal_resource_2xgpu_real_split,724.586,416.577,1.73938,472.056,120.676,3.91177,10702,3564.75,3.00217,14757.4,6883.21,2.14397,2.71051,5.81125,0.466425
rtx5090,RTX 5090,high_l70,high,70,mistral-7b-instruct-v0.2,continuous_batching,16,0.08,least_backlog,equal_resource_2xgpu_real_split,1847.66,459.19,4.02375,486.531,115.659,4.20659,10611,4105.06,2.58486,14704.9,7795.33,1.88638,2.72022,5.13128,0.530124
rtx5090,RTX 5090,high_l90,high,90,mistral-7b-instruct-v0.2,continuous_batching,16,0.08,least_backlog,equal_resource_2xgpu_real_split,2999.7,526.175,5.70095,275.388,117.945,2.33489,10764.3,4436.82,2.42614,14863.1,7839.38,1.89596,2.69129,5.10248,0.527447
rtx5090,RTX 5090,mid_l10,mid,10,qwen2.5-7b-instruct,continuous_batching,16,0.08,least_backlog,equal_resource_2xgpu_real_split,528.561,332.464,1.58983,493.39,111.947,4.40734,8585.28,3207.06,2.677,14004.7,8556.36,1.63677,2.86356,4.67506,0.612518
rtx5090,RTX 5090,mid_l30,mid,30,qwen2.5-7b-instruct,continuous_batching,16,0.08,least_backlog,equal_resource_2xgpu_real_split,273.62,358.419,0.763408,174.988,111.236,1.57313,8594.16,3312.23,2.59467,13752.2,8528.46,1.6125,2.91281,4.69024,0.621036
rtx5090,RTX 5090,mid_l50,mid,50,qwen2.5-7b-instruct,continuous_batching,16,0.08,least_backlog,equal_resource_2xgpu_real_split,322.518,373.597,0.863278,279.462,134.207,2.08232,7989.26,3379.35,2.36414,13236.4,8644.52,1.53118,3.02202,4.62721,0.653097
rtx5090,RTX 5090,mid_l70,mid,70,qwen2.5-7b-instruct,continuous_batching,16,0.08,least_backlog,equal_resource_2xgpu_real_split,701.728,446.122,1.57295,306.213,103.42,2.96088,8710.04,3536.11,2.46317,13989.3,8717.75,1.60469,2.86528,4.58839,0.624464
rtx5090,RTX 5090,mid_l90,mid,90,qwen2.5-7b-instruct,continuous_batching,16,0.08,least_backlog,equal_resource_2xgpu_real_split,1025.82,388.294,2.64187,164.117,88.0292,1.86434,8139.14,3710.63,2.19346,13345,8861.29,1.50598,2.99758,4.51443,0.664001
rtx5090,RTX 5090,high_l10,high,10,qwen2.5-7b-instruct,continuous_batching,16,0.08,least_backlog,equal_resource_2xgpu_real_split,204.727,330.598,0.619263,169.884,100.699,1.68705,9154.02,3145.91,2.90981,13195,7116.91,1.85404,3.03145,5.62042,0.539363
rtx5090,RTX 5090,high_l30,high,30,qwen2.5-7b-instruct,continuous_batching,16,0.08,least_backlog,equal_resource_2xgpu_real_split,314.828,359.937,0.874675,276.452,102.888,2.68693,9130.2,3322.9,2.74766,13129.1,7123.96,1.84295,3.04669,5.61486,0.542611
rtx5090,RTX 5090,high_l50,high,50,qwen2.5-7b-instruct,continuous_batching,16,0.08,least_backlog,equal_resource_2xgpu_real_split,388.256,401.953,0.965923,350.952,121.167,2.89642,9205.92,3502.09,2.62869,13198.3,7283.76,1.81202,3.03071,5.49171,0.55187
rtx5090,RTX 5090,high_l70,high,70,qwen2.5-7b-instruct,continuous_batching,16,0.08,least_backlog,equal_resource_2xgpu_real_split,1145.89,439.206,2.609,382.309,97.66,3.9147,9163.08,3408.38,2.6884,13200.9,7138.76,1.84919,3.03018,5.60324,0.540792
rtx5090,RTX 5090,high_l90,high,90,qwen2.5-7b-instruct,continuous_batching,16,0.08,least_backlog,equal_resource_2xgpu_real_split,2128.42,427.693,4.97653,244.335,90.0426,2.71354,9389.62,3802.77,2.46915,13350.6,7394.55,1.80546,2.99622,5.40942,0.55389
