density,density_level,target_long_fraction_pct,model_key,model_label,method,repeat_count,measured_long_fraction,request_count,short_request_count,long_request_count,all_ttft_p50_ms,all_ttft_p90_ms,all_ttft_p99_ms,short_ttft_p50_ms,short_ttft_p90_ms,short_ttft_p99_ms,long_ttft_p50_ms,long_ttft_p90_ms,long_ttft_p99_ms,all_completion_p50_ms,all_completion_p90_ms,all_completion_p99_ms,short_completion_p50_ms,short_completion_p90_ms,short_completion_p99_ms,long_completion_p50_ms,long_completion_p90_ms,long_completion_p99_ms,round_wall_ms,throughput_rps
high_l30,high,30,gemma-2-9b-it,Gemma-2-9B-IT,Sarathi,2,0.3,40.0,28.0,12.0,330.9802667645272,1189.4527780532371,1432.3348247993272,283.40831823879853,355.449828892597,485.8200854811003,1104.5387537305942,1401.6734802542487,1445.759805458365,8513.172438266338,9183.66206906212,9400.18833346403,8366.08966148924,8602.268467002432,8606.831077569514,8995.070511751692,9313.984326392529,9434.333137025533,12296.23272351455,3.253029853367482
high_l30,high,30,gemma-2-9b-it,Gemma-2-9B-IT,vLLM,2,0.3,40.0,28.0,12.0,328.8398999866331,1189.6926733898,1435.43059812102,286.3524972781306,365.79398328613024,380.9494147339137,1109.220723999897,1405.6118340202374,1448.377795870765,8660.395833736402,9379.807281220565,9590.219161880668,8529.329293509363,8768.782145599835,8770.468210828258,9204.921070238925,9497.417730966117,9627.213147876319,12428.855534497416,3.2183859367805314
high_l30,high,30,gemma-7b-it,Gemma-7B-IT,CUCUMIS,2,0.3,40.0,28.0,12.0,176.31099400750827,452.1672893955839,638.8228501449339,168.21437672479078,202.44671009713787,386.6288897319465,283.52339573029894,586.1783264408587,660.149266871158,5546.533947985154,5867.863468400901,6061.59123758116,5468.03215725231,5866.621585842222,5868.305945248285,5590.895079745678,5976.010524798767,6096.376858373696,9595.462081488222,4.168639860712944
high_l30,high,30,gemma-7b-it,Gemma-7B-IT,CUCUMIS-II,2,0.3,40.0,28.0,12.0,373.0584667646326,1669.5892899646424,1938.9828317292265,311.50498425995465,613.2121475180612,920.2718816243578,1532.640546996845,1766.3179725845112,2015.1028795150344,6394.172821484972,6973.413133842405,7217.135837386886,6023.575598243042,6714.192632853519,6715.889652090846,6852.112349981326,7208.657367803971,7217.608865890943,9383.634547994006,4.262767517623789
high_l30,high,30,gemma-7b-it,Gemma-7B-IT,CUCUMIS-Strict,2,0.3,40.0,28.0,12.0,369.3221175199142,1628.9977073203772,1906.9574917099087,313.932877019397,607.183873653412,841.3077359137242,1520.3427285159705,1716.9227839709492,1992.5899285430207,6691.107512015151,7159.701740540913,7493.626287297229,6389.702152751852,6982.26471626549,6999.135453657655,6944.506753017777,7436.95839959837,7515.716128222994,9709.988591523143,4.119987031557402
high_l30,high,30,gemma-7b-it,Gemma-7B-IT,Chunked prefill,2,0.3,40.0,28.0,12.0,365.0214842346031,1597.211640846217,1843.1983870873228,307.96606275544036,579.140089979046,877.6337466080441,1489.422959755757,1733.9588013855973,1890.3001471003518,6260.664064495359,6756.755901052384,7094.369611696457,5913.097064738395,6608.674536974286,6610.11363100406,6522.086026001489,7056.71530268155,7106.850045826868,9237.822320486885,4.330025655676576
high_l30,high,30,gemma-7b-it,Gemma-7B-IT,Sarathi,2,0.3,40.0,28.0,12.0,456.2689627491636,1587.2733326046728,1837.7263722522184,305.4676337487763,626.5079750650331,833.6452078050934,1498.04855727416,1788.4001133323181,1856.1212312616408,6335.733894229634,6831.1054089223035,7161.1631309150835,6015.314142496209,6675.219278602162,6679.167946406524,6650.3088552708505,7124.506956859841,7173.12989985483,9244.691705476725,4.326812651538176
high_l30,high,30,gemma-7b-it,Gemma-7B-IT,vLLM,2,0.3,40.0,28.0,12.0,398.1750929960981,1666.2825234991033,1836.662339225586,317.9784567473689,450.9259735059459,465.2124635176733,1581.9976362545276,1753.7600529700285,1873.5595917780302,6291.77991450706,6940.64764334471,7249.827363646182,5944.325402990216,6764.6409620996565,6766.141672116064,6728.30370774318,7212.900025668205,7261.960098096461,9196.855899499496,4.349480693630513
high_l30,high,30,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,CUCUMIS,2,0.3,40.0,28.0,12.0,153.178474487504,520.1230348524405,554.6663609857205,148.06168973154854,171.46437529008836,255.04369587550173,373.33626100735273,552.5297518353909,554.6663609857205,5043.78563001228,5231.7423860076815,5458.734381454124,4924.97106200608,5198.1037483375985,5202.85747121583,5168.031374254497,5397.345739195589,5484.457599532616,9070.258547493722,4.410054050776228
high_l30,high,30,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,CUCUMIS-II,2,0.3,40.0,28.0,12.0,215.75102749920916,827.8724001342199,973.9084102693596,168.33600250538439,242.28955578582827,255.29522047145292,749.9731737334514,955.9118370554643,981.3987030138378,5403.43131100235,5786.815012569423,5984.264031196362,5103.881368006114,5522.045223758323,5525.241108843766,5726.949661737308,5923.1126984610455,6010.05652826454,8920.207363000372,4.4842022373754595
high_l30,high,30,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,CUCUMIS-Strict,2,0.3,40.0,28.0,12.0,216.02842326683458,845.1973272545729,1013.314761951915,168.59350925369654,236.67465749604162,250.81124220683705,775.0841780216433,967.3731431103079,1033.0171902867733,5537.897011003224,5916.283543512691,6121.260043710645,5235.09165624273,5636.647151404759,5644.6806719349115,5873.438157999772,6073.437114863191,6139.601413047349,9068.849182018312,4.410703216106086
high_l30,high,30,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Chunked prefill,2,0.3,40.0,28.0,12.0,215.36902473599184,841.7626077454771,981.1999228724744,167.24404953129124,242.45332056016196,254.07046449254267,753.4931247646455,968.6949912138516,986.2034098885488,5417.635371239157,5796.094561408972,5993.792748796113,5106.627703251434,5535.222907643765,5537.44024947111,5738.208577255136,5932.33295478276,6019.8078232017,8909.986640006537,4.489345499331813
high_l30,high,30,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Sarathi,2,0.3,40.0,28.0,12.0,210.23869147757068,834.2752775555709,998.966553772043,169.09706973819993,232.581340422621,247.93694602820324,766.7449242435396,954.7731503407704,1018.4594054738409,5505.637288486469,5877.117520038155,6075.082668455725,5196.451669020462,5593.974877530127,5597.497036320565,5832.860943759442,6025.509910366964,6094.401950551837,9057.144522987073,4.416402974751315
high_l30,high,30,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,vLLM,2,0.3,40.0,28.0,12.0,214.89238251524512,842.85279623291,993.0031537348987,167.50878025777638,238.7125660025049,252.1198288712185,762.3996297334088,972.6383826637175,1001.4679825564963,5452.767609487637,5830.857585588819,6027.8210539979045,5140.919157740427,5552.981777698733,5564.716711785877,5773.590582510224,5967.577541194623,6053.254755999951,8945.11393251014,4.471752238789915
high_l30,high,30,qwen2.5-7b-instruct,Qwen2.5-7B-Instruct,CUCUMIS,2,0.3,40.0,28.0,12.0,133.819774739095,397.7417333808262,505.4633255925728,131.57534624042455,144.92534546006937,204.69550090609118,351.4260245137848,478.6781879956834,515.5783538654214,4455.217011767672,4597.059330146294,4823.374601836549,4360.942462750245,4568.205818298156,4574.1359562423895,4554.318757494912,4704.516575371963,4877.875868930714,8540.961877501104,4.68331633544787
high_l30,high,30,qwen2.5-7b-instruct,Qwen2.5-7B-Instruct,CUCUMIS-II,2,0.3,40.0,28.0,12.0,156.38090175343677,649.8352598224301,760.5782724969322,129.93341726541985,186.2032736564288,208.63138436427107,531.2352540204301,726.0412937466754,773.5982832853915,4657.208817501669,5008.919906432857,5127.210052411247,4432.5154267280595,4709.5163514779415,4713.658816847892,4929.504811007064,5103.9971171092475,5134.756102397514,8490.05338549614,4.711524777253199
high_l30,high,30,qwen2.5-7b-instruct,Qwen2.5-7B-Instruct,CUCUMIS-Strict,2,0.3,40.0,28.0,12.0,156.20349650271237,651.5146465855651,762.8992065612692,130.8691484882729,191.14209610561375,207.7019536466105,532.5394194951514,727.1418172778795,776.4549822139088,4671.234276262112,5017.139132475131,5137.127025806985,4451.499075992615,4730.839998618467,4734.9114549355,4948.961353235063,5114.756999004749,5144.329751684272,8500.85758799105,4.705409916566033
high_l30,high,30,qwen2.5-7b-instruct,Qwen2.5-7B-Instruct,Chunked prefill,2,0.3,40.0,28.0,12.0,161.29136050585657,653.5402423061896,768.1071542634163,127.8627147548832,190.54362293099985,207.73714016686426,532.9368807579158,732.7541163016576,781.0626632685307,4619.559879487497,4972.270596001181,5091.308610084234,4384.163883252768,4695.426268695155,4696.71837812959,4877.7397829981055,5072.32746098889,5097.0118679327425,8410.995484999148,4.7556801712531085
high_l30,high,30,qwen2.5-7b-instruct,Qwen2.5-7B-Instruct,Sarathi,2,0.3,40.0,28.0,12.0,155.02970149100292,611.3075033004861,733.33111182641,128.40791876078583,177.9015479492955,193.09307996038115,524.4373232562793,720.5570154532325,736.0403869251604,4558.388427743921,4898.956202657428,5015.467270963127,4341.781805749633,4619.011185044656,4622.899654896173,4816.145199773018,4993.837532657199,5022.404933302896,8415.969834517455,4.7528738841520966
high_l30,high,30,qwen2.5-7b-instruct,Qwen2.5-7B-Instruct,vLLM,2,0.3,40.0,28.0,12.0,158.21240676450543,648.5362873791019,764.4037891374319,130.367077246774,192.42303050414193,207.60472607478732,545.0861352583161,738.6475722654723,772.6705661110464,4665.650852504768,5005.848538223654,5129.718880332366,4430.051929244655,4736.191914032679,4740.336362444214,4924.490655233967,5115.940850175684,5133.0734631596715,8486.479066981701,4.713533133584079
high_l50,high,50,baichuan2-7b-chat,Baichuan2-7B-Chat,CUCUMIS,2,0.5,40.0,20.0,20.0,154.78830598294735,486.2257264961955,598.9961492008297,148.0315509979846,157.22412033355798,273.57341206428816,364.52937775175087,574.0176168648759,604.0764149971073,4927.304441240267,5119.533871658496,5311.341345812252,5012.295260748942,5117.733321042033,5121.057461919845,3248.238726751879,5160.667196716531,5322.707107705355,8982.79199100216,4.453967229258472
high_l50,high,50,baichuan2-7b-chat,Baichuan2-7B-Chat,CUCUMIS-II,2,0.5,40.0,20.0,20.0,364.35886700928677,944.267165233032,1054.2661944721476,164.74508025567047,240.271301852772,246.08697902294807,784.7102804953465,1006.5883081028005,1067.983369869471,5653.564068736159,5907.718383503379,6209.262574058666,5784.845642730943,5895.753435275401,5896.922614768846,3899.9815617426066,6062.874024733901,6224.929303753597,9687.196275015594,4.129172063850171
high_l50,high,50,baichuan2-7b-chat,Baichuan2-7B-Chat,CUCUMIS-Strict,2,0.5,40.0,20.0,20.0,362.88081826933194,946.5207461151294,1051.3882903833291,166.7690112371929,240.10841637209523,241.74036702606827,769.324139735545,978.2342687511119,1062.743591486651,5702.500162267825,5957.662209545379,6258.17907766701,5795.256077501108,5910.780591546791,5912.620408928196,5436.680166254519,6182.280122407246,6260.165855269006,9730.539450014476,4.110776748232042
high_l50,high,50,baichuan2-7b-chat,Baichuan2-7B-Chat,Chunked prefill,2,0.5,40.0,20.0,20.0,383.6887495126575,922.8921226022067,1056.1699521783157,179.1192590026185,244.19927000417374,244.19927000417374,785.2513617399381,988.6873222945724,1068.3559556721593,5921.908977004932,6216.2546472856775,6498.523903738242,6049.988145008683,6158.146290507284,6159.728783044848,4378.867719991831,6350.593487822334,6515.466316936072,10070.145421981579,3.972153135021162
high_l50,high,50,baichuan2-7b-chat,Baichuan2-7B-Chat,Sarathi,2,0.5,40.0,20.0,20.0,362.6632397645153,922.2536698245676,1044.1248552291654,167.44259274855722,245.25702351820655,245.25702351820655,780.524081987096,988.8627645588713,1057.532302022446,5640.458744499483,5867.286436352879,6183.193793474347,5739.284396244329,5857.398587552598,5858.200153968937,4547.178300505038,6064.1941849055,6191.3988170801895,9608.166775491554,4.163165885833606
high_l50,high,50,baichuan2-7b-chat,Baichuan2-7B-Chat,vLLM,2,0.5,40.0,20.0,20.0,362.18222600291483,940.0269750243751,1062.4507909605745,167.40403474250343,239.87733534013387,241.8284710147418,780.0870772625785,1010.2600437123328,1074.238544559339,5653.92105349747,5914.521786264959,6210.7963090221165,5785.20770650357,5893.560857090051,5899.725429285027,4155.050197747187,6062.773140100762,6226.026301322854,9660.847969003953,4.1404593557493845
high_l50,high,50,gemma-2-9b-it,Gemma-2-9B-IT,CUCUMIS,2,0.5,40.0,20.0,20.0,263.7022264825646,722.3296889686027,1061.0045988031197,249.28273673867807,283.5178003733745,301.712023812579,521.7707239935407,878.285410613171,1087.0248288998844,8362.59228749259,8636.159095435869,8901.307431319728,8382.842034247005,8483.031991813914,8487.293645803293,8323.196409502998,8738.172584446147,8926.934357816353,12783.254272537306,3.1290972289989925
high_l50,high,50,gemma-2-9b-it,Gemma-2-9B-IT,CUCUMIS-II,2,0.5,40.0,20.0,20.0,644.2074297519866,1622.4456210853534,1996.8709880058304,273.3003812318202,388.0862045043614,493.0114013113778,1331.1315279861446,1876.682902238099,2014.830133910582,9299.324376246659,9878.220920902095,10077.929640101502,9232.13697799656,9321.724697048194,9373.266095158178,9593.482869007858,10004.047450731741,10095.601296197856,13689.162367983954,2.922020112404703
high_l50,high,50,gemma-2-9b-it,Gemma-2-9B-IT,CUCUMIS-Strict,2,0.5,40.0,20.0,20.0,670.499911007937,1649.4434534950415,1975.6141275836853,263.65958149835933,389.92715579806827,524.6354552029513,1353.8978192518698,1875.8260271832114,1991.7964049935108,9569.107956747757,10168.728016212117,10401.484649182239,9508.917454237235,9586.878885846818,9648.703000514943,9862.912550990586,10302.005892735906,10406.804604981735,14027.39285849384,2.851571141022783
high_l50,high,50,gemma-2-9b-it,Gemma-2-9B-IT,Chunked prefill,2,0.5,40.0,20.0,20.0,664.7910460160347,1523.9355783996873,1925.233148690313,262.8521770093357,393.7642973935,533.8387436087941,1338.7219677533722,1838.6529135808814,1941.8515926925465,9382.66734375793,9974.662812787574,10174.475269859831,9319.020038004965,9405.829204776092,9461.954118667345,9728.500277240528,10099.585762611241,10191.847002758586,13829.2028530268,2.892439469736593
high_l50,high,50,gemma-2-9b-it,Gemma-2-9B-IT,Sarathi,2,0.5,40.0,20.0,20.0,675.46227274579,1581.10484763165,1936.6782507518656,265.9457212430425,394.0221263037529,529.7689517860997,1383.0648205039324,1852.850257261889,1953.0254398539546,9520.561912999256,10123.02685927425,10332.92536790308,9460.78993100673,9547.12909765367,9600.595225561992,9849.201565753901,10252.032094160677,10346.822384093539,13970.424689003266,2.8631971875042046
high_l50,high,50,gemma-2-9b-it,Gemma-2-9B-IT,vLLM,2,0.5,40.0,20.0,20.0,603.6203777475748,1629.4230323022932,2034.9143869866384,252.25441847578622,425.14976748498157,425.14976748498157,1439.6688109845854,1809.0331128099933,2101.8850882811234,9615.866655498394,10237.156280188356,10470.488417321467,9570.591969502857,9658.306972996797,9661.021151410241,9942.942304493045,10367.812016414246,10480.073326125857,13841.538897977443,2.8898527695195053
high_l50,high,50,gemma-7b-it,Gemma-7B-IT,CUCUMIS,2,0.5,40.0,20.0,20.0,250.18767701112665,920.9295182168719,1214.1782091531786,154.09290925890673,239.4302586151753,275.0334277161164,509.41545149544254,1130.440531001659,1234.2258698548537,6128.016725735506,6465.796574123669,6684.543700293871,6197.379692763207,6464.841947401874,6466.66025358747,6027.460850746138,6507.048716634745,6685.801988082239,10182.8111979994,3.9283941165975866
high_l50,high,50,gemma-7b-it,Gemma-7B-IT,CUCUMIS-II,2,0.5,40.0,20.0,20.0,894.0020762529457,2290.3527921414934,2804.315160663682,301.75820700242184,783.78797849291,901.4037109797935,1715.0257999892347,2661.62478683691,2827.863810066483,7867.387983758817,8529.900819342583,8861.199164961581,7981.047755747568,8352.88671089802,8355.993529863481,7783.814317983342,8790.300014591776,8861.357188062393,11649.315194023075,3.4337017547292534
high_l50,high,50,gemma-7b-it,Gemma-7B-IT,CUCUMIS-Strict,2,0.5,40.0,20.0,20.0,794.9421182420338,2391.2502215302084,2845.565740239399,299.9014777451521,597.8989129129333,721.1712608986999,1694.2335150088184,2677.6195616519544,2853.1605270391447,7849.395149984048,8478.825709791272,8847.19320485834,7971.542356986902,8339.879878296051,8343.915818445676,7774.927253994974,8779.893754058867,8848.66446185857,11674.778849468566,3.426189252921955
high_l50,high,50,gemma-7b-it,Gemma-7B-IT,Chunked prefill,2,0.5,40.0,20.0,20.0,781.3378449936863,2321.844671689905,2707.988499746716,297.1032225032104,580.4945392184892,702.7965479929117,1674.2422899988014,2560.8956369018415,2746.514132940501,7665.060580751742,8338.208511957782,8701.306996367057,7873.361423989991,8203.476618879358,8205.232664222713,7488.243133499054,8629.329728445737,8702.058141562738,11536.296594480518,3.467321433274839
high_l50,high,50,gemma-7b-it,Gemma-7B-IT,Sarathi,2,0.5,40.0,20.0,20.0,782.5624950201018,2353.573009793763,2774.23049784411,298.1665112602059,584.0780663507759,706.9508916762425,1690.771801484516,2615.1449456840055,2797.4020284440485,7657.7305447426625,8243.442187993787,8727.29254128557,7862.672254253994,8237.07549154351,8239.045148929581,7293.411312493845,8599.770014348906,8735.170380880882,11550.288772530621,3.4631209880402194
high_l50,high,50,gemma-7b-it,Gemma-7B-IT,vLLM,2,0.5,40.0,20.0,20.0,673.5447610117262,2636.826685597771,2822.126204336819,276.502588254516,454.4265854929108,477.88981661200523,2121.9797067315085,2813.8332397968043,2822.3747790409834,8131.4850107592065,8957.102732171188,9202.00843146682,8320.600943494355,8692.475148808444,8693.981123868725,7981.470087484922,9126.206465635914,9203.124034565699,11431.282168487087,3.4991817380089354
high_l50,high,50,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,CUCUMIS,2,0.5,40.0,20.0,20.0,172.04705098993145,551.8320994975512,698.2604870994692,149.7240670141764,171.42376914853236,249.62350862304442,370.0136337429285,633.4264901117422,708.1179786022403,5357.714343015687,5572.9831977922,5652.108451549429,5357.544098020298,5440.145881244098,5442.36795716628,5353.411935502663,5643.386816512793,5654.313168453518,9207.032625505235,4.345104488380345
high_l50,high,50,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,CUCUMIS-II,2,0.5,40.0,20.0,20.0,403.87616473890375,1168.1880308460677,1364.571593173605,193.02254274953157,273.55801401427016,275.6247411444201,892.2299230180215,1249.7697351471288,1388.1530607715831,6366.9293404818745,6773.171645594994,6879.500684980594,6349.0157322376035,6472.398843680276,6476.349287513876,6401.714493506006,6840.853777472512,6887.693288579176,10115.640495496336,3.9543322711204123
high_l50,high,50,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,CUCUMIS-Strict,2,0.5,40.0,20.0,20.0,406.04878999874927,1139.9331577878913,1341.388716736401,199.23052524973173,275.61545101343654,279.1930646612309,920.9432542411378,1247.207520986558,1361.5889653403426,6371.096606715582,6773.795370219159,6887.895500652958,6355.133801480406,6470.648281663307,6476.942638793844,6417.998439981602,6846.5544969716575,6895.859061849769,10146.809501980897,3.942125941684683
