density,density_level,target_long_fraction_pct,model_key,model_label,method,repeat_index,round_wall_ms,throughput_rps,source_json,request_count,short_request_count,long_request_count,measured_long_fraction,all_ttft_p50_ms,all_ttft_p90_ms,all_ttft_p99_ms,all_completion_p50_ms,all_completion_p90_ms,all_completion_p99_ms,short_ttft_p50_ms,short_ttft_p90_ms,short_ttft_p99_ms,short_completion_p50_ms,short_completion_p90_ms,short_completion_p99_ms,long_ttft_p50_ms,long_ttft_p90_ms,long_ttft_p99_ms,long_completion_p50_ms,long_completion_p90_ms,long_completion_p99_ms
mid_l10,mid,10,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Chunked prefill,0,10436.40744005097,3.8327365264118742,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/mid_l10/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,36.0,4.0,0.1,143.39499204652384,185.24655812070745,599.0567448781802,4653.465455485275,4698.4501599974465,5110.644993793103,143.13033898361027,145.51544198184274,156.25019200961106,4648.312362987781,4667.923478002194,4669.956958887633,504.9011819937732,612.30358784087,652.0441167289391,5026.2346914969385,5123.078320996137,5160.378302605241
mid_l10,mid,10,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Sarathi,0,10364.049536990933,3.8594952539770935,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/mid_l10/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,36.0,4.0,0.1,141.25015851459466,182.44305957341606,592.2901253681629,4592.946883494733,4635.614240571158,5046.106312205666,141.15157950436696,144.48139804881066,153.66354302386753,4588.8995735149365,4604.872424039058,4607.01070362411,497.8636100422591,605.0389868905768,643.2855714578182,4957.826832018327,5058.460883999942,5095.52459938277
mid_l10,mid,10,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Chunked prefill,1,10397.056768997572,3.8472426272860085,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/mid_l10/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,36.0,4.0,0.1,142.67778699286282,185.00479310751,597.6519668957916,4670.216821483336,4711.363943392644,5120.516714576515,142.51932300976478,145.91702396865003,155.5344427091768,4656.284716998925,4681.573354988359,4683.041634451365,507.18064900138415,610.2848340000492,648.1834353128215,5040.8450854883995,5132.132508599898,5166.979890670045
mid_l10,mid,10,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Sarathi,1,10390.140428964514,3.849803597311573,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/mid_l10/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,36.0,4.0,0.1,140.98576802643947,171.5902465104595,580.2615229308138,4602.509470510995,4646.978185983608,5035.575070757186,140.80564700998366,143.2785024808254,143.47123025509063,4602.351688023191,4618.929087999277,4620.075452688616,494.8043170152232,592.2225531656295,628.1056438700762,4941.638915013755,5048.471341573168,5087.160154021112
mid_l30,mid,30,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Chunked prefill,0,10410.268387990072,3.8423601111136065,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/mid_l30/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,28.0,12.0,0.3,151.60589502193034,681.409465696197,838.8267412583809,5198.471960989991,5562.411818729015,5733.868140638806,145.637806475861,195.05933277541772,221.4661146706203,4943.425631499849,5243.99834346259,5247.754003078444,657.731988991145,828.4458512556739,841.7109901865479,5523.6141300119925,5698.692699184176,5745.313321794383
mid_l30,mid,30,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Sarathi,0,10365.087093028706,3.8591089144733752,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/mid_l30/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,28.0,12.0,0.3,151.67170751374215,653.4786287986208,818.724481195095,5100.163060997147,5453.436143876752,5624.935383244301,142.56892300909385,196.60017502610572,203.12858329096343,4874.5432650030125,5141.929181484738,5145.6439070700435,637.6540069759358,785.6783768860623,833.1490737519925,5434.886778501095,5594.866353290854,5633.848791820346
mid_l30,mid,30,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Chunked prefill,1,10409.275343001354,3.8427266723128697,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/mid_l30/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,28.0,12.0,0.3,155.17362247919664,673.5831839672755,835.2735941117862,5158.569740480743,5516.2161628948525,5674.933616599301,145.15894601936452,196.60519210156053,220.6980370299425,4925.151374511188,5174.606866011163,5178.303327249596,653.7871699838433,813.3166831743438,842.5080804043682,5497.892098501325,5655.554986587958,5677.795625404688
mid_l30,mid,30,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Sarathi,1,10391.000465955585,3.8494849587442,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/mid_l30/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,28.0,12.0,0.3,149.11631800350733,651.5605576278176,798.9915539714275,5063.840173999779,5415.80737431068,5587.337361883256,142.85320849739946,196.11115991719998,201.3712525862502,4831.895415496547,5102.654873410938,5108.4575035382295,626.3103645178489,782.1687957213726,806.5667400456732,5401.154253515415,5557.522154098842,5596.123131601489
mid_l50,mid,50,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Chunked prefill,0,11253.184629022144,3.55454934035645,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/mid_l50/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,20.0,20.0,0.5,373.74853901565075,906.9217977055814,1067.7667219465366,5916.322987002786,6316.267174197128,6433.365180864348,154.08570901490748,241.72189093660566,266.74392400309443,5774.828625493683,5953.355413029203,6010.319890468381,731.5613955142908,924.8662430793047,1103.5267845419,6131.309917022008,6381.680588785093,6442.41227786697
mid_l50,mid,50,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Sarathi,0,11169.713600014802,3.5811124109705905,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/mid_l50/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,20.0,20.0,0.5,365.49878399819136,883.5930598783307,1057.220874503255,5827.61118299095,6236.71814109548,6353.156461038743,150.82920098211616,244.0438420919236,266.0546660190448,5680.328192509478,5885.393249971094,5927.127292723744,733.265789487632,911.4539129892365,1091.8213008996097,6033.285934507148,6287.150731211295,6364.183413838618
mid_l50,mid,50,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Chunked prefill,1,11258.299013017677,3.5529345910735755,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/mid_l50/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,20.0,20.0,0.5,373.6461410007905,908.8798326905817,1067.6666797645157,5935.044515004847,6347.656427201582,6465.582326862495,160.7331149862148,242.20373037969696,267.17707799980417,5792.787190002855,5980.68591132178,6039.234037713031,738.9655325096101,922.3961964307819,1104.4079947675343,6130.655108514475,6407.459469104651,6474.9333038623445
mid_l50,mid,50,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Sarathi,1,11172.060623997822,3.5803600916807734,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/mid_l50/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,20.0,20.0,0.5,365.73891146690585,885.4431777668651,1062.697010668926,5831.224517518422,6246.320874092635,6361.161489519291,149.2729669844266,243.78233279567215,270.34835098311305,5694.671584496973,5896.020443161251,5939.466123997117,736.4035644859541,914.9285660940224,1097.1695482684297,6042.783796990989,6297.697915066965,6372.831028713845
mid_l70,mid,70,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Chunked prefill,0,12124.344261013903,3.2991474952275057,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/mid_l70/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,12.0,28.0,0.7,808.1805965048261,1777.4613315996248,1975.3885451116366,7181.562956509879,7618.435537896585,7750.526220204192,148.51345150964335,192.40755441132933,218.60988461528908,7177.194637537468,7280.3001048916485,7282.037755216006,1259.244682994904,1823.943504714407,1982.3041392298182,7216.522385977441,7647.018663055496,7762.963039515889
mid_l70,mid,70,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Sarathi,0,12071.842523000669,3.3134958415658073,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/mid_l70/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,12.0,28.0,0.7,804.1083429707214,1781.5550937026273,1977.7399164548842,7180.770983482944,7616.27098522149,7744.6032324043335,146.52905450202525,195.25908395880833,227.73832578444856,7180.770983482944,7275.2142284065485,7278.1260438764,1261.256081983447,1827.8563818021212,1984.2497707757866,7186.607124487637,7645.623633213108,7756.718475963571
mid_l70,mid,70,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Chunked prefill,1,12093.097702017985,3.3076719452390737,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/mid_l70/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,12.0,28.0,0.7,803.3328225137666,1778.7049298989587,1976.250587591785,7173.030193516752,7617.365575622534,7740.015766042052,150.83902049809694,191.6893946530763,219.4071745843394,7171.685283014085,7284.328685607761,7285.427592862397,1259.1276990133338,1826.2782878766302,1983.1485738739138,7192.506900522858,7643.555215309607,7753.999310958898
mid_l70,mid,70,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Sarathi,1,12051.982527016662,3.3189560232379103,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/mid_l70/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,12.0,28.0,0.7,805.8785995235667,1783.255657472182,1984.47006112081,7178.954484028509,7617.790325533133,7748.453466047649,143.89490798930638,199.00669092894532,221.53295924363192,7178.954484028509,7287.793302279897,7291.179763324908,1273.6982484930195,1835.138316906523,1992.4082860036287,7183.238603523932,7646.634639718104,7762.673101733089
mid_l90,mid,90,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Chunked prefill,0,13014.43515002029,3.0735102629435005,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/mid_l90/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,4.0,36.0,0.9,1597.5510204734746,2582.895961997565,2850.8070899848826,8404.101130494382,8852.342194470111,9024.600408103433,164.92924248450436,178.74596791807562,181.4764825219754,8526.259696518537,8570.844174508238,8587.70993646176,1753.6012229975313,2582.895961997565,2857.8605523449364,8269.970738503616,8864.429344481323,9029.122782862396
mid_l90,mid,90,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Sarathi,0,13204.783915018197,3.0292051924080936,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/mid_l90/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,4.0,36.0,0.9,1642.2264270076994,2769.272922584787,2999.932033942896,8513.782890484435,9002.70657723886,9176.547176738968,167.10406402125955,180.50548911560327,184.18946443125606,8672.625891020289,8717.673439509235,8734.504546950338,1798.263313510688,2776.0609129909426,3005.068968105479,8418.707975011785,9016.876110021258,9181.266908458201
mid_l90,mid,90,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Chunked prefill,1,12938.20010201307,3.0916201391703897,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/mid_l90/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,4.0,36.0,0.9,1602.8040174860507,2594.86279101111,2864.444048399455,8364.937820006162,8878.545451688115,9013.259746441036,155.24298400850967,180.42671880102716,190.14044507814106,8538.217463006731,8580.53324771463,8596.855050387676,1759.3481494986918,2594.86279101111,2871.4319083577716,8223.539459489984,8883.285902498756,9016.774152961443
mid_l90,mid,90,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Sarathi,1,12936.228344973642,3.092091368002325,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/mid_l90/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,4.0,36.0,0.9,1603.2616824959405,2603.480480570579,2862.119621144957,8377.234973013401,8864.184049889445,9022.312010267051,164.12601948832162,178.37446870398708,181.53628507920075,8532.863723492483,8579.000284784706,8595.109714370337,1761.3645270175766,2658.9521509886254,2868.8424377440238,8231.983823498012,8875.426613492891,9026.519316906342
high_l10,high,10,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Chunked prefill,0,8918.385520053562,4.485116718721952,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/high_l10/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,36.0,4.0,0.1,141.63839400862344,226.58006708370564,643.433165255701,4677.3265750089195,4740.233794593951,5154.0445284574525,141.15669051534496,148.9842114970088,194.05288343841676,4622.667218995048,4711.381161992904,4713.193041001796,508.07889297720976,662.7379011944868,720.6521090108436,5062.726673029829,5166.499085124815,5203.862755126902
high_l10,high,10,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Sarathi,0,8951.70503098052,4.468422480585089,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/high_l10/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,36.0,4.0,0.1,142.8591630246956,215.22951469523878,646.5623998647787,4685.076005989686,4752.519049093826,5162.393397623091,142.80410250648856,149.0518889913801,178.9346298377495,4638.175752013922,4725.310786481714,4726.652666999144,510.34927149885334,664.7060548944864,719.1370199836092,5080.1700904848985,5173.907502711518,5208.449817976798
high_l10,high,10,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Chunked prefill,1,8931.857267976739,4.47835190374251,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/high_l10/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,36.0,4.0,0.1,141.35012149927206,215.60851333197252,645.4656226182123,4663.277674524579,4727.644651592709,5138.825241753948,140.88262998848222,151.1842350300867,179.54419172310733,4624.908643017989,4697.386317013297,4700.353011992411,507.4706870072987,664.2378730175551,720.5546242155833,5051.960867014714,5151.142684504157,5188.095012754784
high_l10,high,10,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Sarathi,1,8941.141791001428,4.473701562395188,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/high_l10/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,36.0,4.0,0.1,142.17712997924536,223.9208429353316,642.217881111428,4686.982049024664,4746.555824845564,5159.531316943467,141.79238100768998,150.9009485016577,191.06371718226,4631.778627983294,4717.51922549447,4719.531884524622,506.8304690066725,660.7298993854783,716.265954207629,5070.577573002083,5171.807703492232,5208.636863138527
high_l30,high,30,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Chunked prefill,0,8914.074910979252,4.487285601642517,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/high_l30/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,28.0,12.0,0.3,214.33691898710094,841.8970093771351,977.6634252973599,5411.944554478396,5794.603601220297,5995.451091653667,167.47568603022955,243.38801288977265,254.81935194693506,5103.123878507176,5538.466942880768,5541.077015518094,758.7242135195993,960.1944616995752,985.468361172243,5735.215255001094,5931.669666199014,6022.7813498536125
high_l30,high,30,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Sarathi,0,9057.314405974466,4.416320137193741,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/high_l30/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,28.0,12.0,0.3,211.9111929787323,834.5369671471417,999.6815891400911,5493.745712970849,5874.186278972775,6075.43270079128,168.8217599876225,232.0326070243027,248.2049317995552,5190.2209110266995,5590.705869894009,5593.336266888073,763.4865839791019,941.6270087647717,1025.5303368275054,5832.732817507349,6031.418472173391,6091.673887725337
high_l30,high,30,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Chunked prefill,1,8905.898369033821,4.49140539702111,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/high_l30/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,28.0,12.0,0.3,216.40113048488274,841.6282061138191,984.7364204475889,5423.326187999919,5797.585521597648,5992.134405938559,167.01241303235292,241.51862823055126,253.32157703815028,5110.131527995691,5531.978872406762,5533.803483424126,748.2620360096917,977.195520728128,986.9384586048545,5741.2018995091785,5932.996243366506,6016.834296549787
high_l30,high,30,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Sarathi,1,9056.97463999968,4.416485812308889,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/high_l30/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,28.0,12.0,0.3,208.56618997640908,834.0135879640003,998.2515184039949,5517.528864002088,5880.048761103535,6074.73263612017,169.37237948877737,233.1300738209393,247.66896025685128,5202.682427014224,5597.243885166245,5601.657805753057,770.0032645079773,967.919291916769,1011.3884741201764,5832.989070011536,6019.601348560536,6097.130013378337
high_l50,high,50,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Chunked prefill,0,10043.769418960437,3.9825685289517656,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/high_l50/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,20.0,20.0,0.5,402.3993290029466,1123.7985115789343,1317.3840840288904,6296.838062495226,6719.723546120804,6811.230460932129,198.54191597551107,272.2080870298669,276.1917755345348,6296.838062495226,6431.962311977986,6434.219638083014,920.068692008499,1212.9634219920263,1345.7153250172266,6312.304806517204,6788.771183596691,6816.625971736503
high_l50,high,50,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Sarathi,0,10026.676758017857,3.9893576870336327,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/high_l50/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,20.0,20.0,0.5,401.17170350276865,1084.1860054410063,1265.7336369366385,6264.979803992901,6686.8017847999,6792.894857059,193.55140498373657,269.9348430032842,275.02190220169723,6264.979803992901,6417.875575169455,6420.18512209761,896.6891245217994,1155.796960205771,1286.6125395265406,6283.6521939898375,6773.42388620018,6799.233318058541
high_l50,high,50,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Chunked prefill,1,10607.698571984656,3.7708462140545316,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/high_l50/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,20.0,20.0,0.5,406.9202684913762,1204.315074312035,1337.275686932844,6633.295639534481,7051.568375574425,7204.497741289088,202.1819409856107,272.37881801556796,276.203431445756,6566.722783492878,6657.976095366757,6676.543769839336,925.2066375047434,1267.8883046784904,1350.99712953961,6817.616881482536,7112.19643666409,7206.196462687221
high_l50,high,50,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Sarathi,1,10045.247534988448,3.9819825107023608,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/high_l50/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,20.0,20.0,0.5,402.8138504945673,1086.1614045221359,1268.2078257558169,6241.971840994665,6647.198459255742,6753.087654715637,193.81869948119856,271.36971097206697,275.169607285643,6229.9107710132375,6358.406099007698,6363.561242126743,864.2386884603184,1157.541871711146,1288.7993725488193,6267.174756503664,6718.255682964809,6761.5617333271075
high_l70,high,70,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Chunked prefill,0,11363.175082020462,3.5201428923937415,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/high_l70/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,12.0,28.0,0.7,935.41576951975,2345.46882098075,2640.077594262548,7414.896148518892,7783.274125918979,7964.56558450649,172.29817650513723,205.73500002501532,206.08639335026965,7360.431355511537,7518.973898893455,7520.026948610321,1498.1028045003768,2500.7850369729567,2659.611356020905,7422.220561013091,7828.082234808244,7981.806254510884
high_l70,high,70,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Sarathi,0,11447.532122023404,3.4942029053620876,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/high_l70/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,12.0,28.0,0.7,982.6307235052809,2423.6149034870323,2650.1107182819396,7455.7010929856915,7851.274270674912,7970.951085085981,170.16815399983898,223.255087248981,231.2634312757291,7371.377463976387,7524.2932998458855,7526.732768558431,1512.8603379998822,2464.77279868559,2681.0739618726075,7483.843471476575,7855.583559192019,7988.336770278402
high_l70,high,70,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Chunked prefill,1,11434.532965999097,3.498175231025274,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/high_l70/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,12.0,28.0,0.7,981.6004809981678,2427.3664102947805,2653.160451616277,7449.501928029349,7846.137815510156,7966.22799131088,170.69174197968096,225.08936483063735,230.75626085395925,7366.620451502968,7519.527372176526,7522.40781036613,1514.3694020516705,2468.3522410690784,2684.3543895805487,7472.641275002388,7848.4355203283485,7983.844940755516
high_l70,high,70,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Sarathi,1,11514.563215954695,3.473861687135088,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/high_l70/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,12.0,28.0,0.7,979.0669715148397,2437.53409916535,2665.94591209956,7516.546041995753,7897.307543281931,8006.07709979231,169.804433506215,223.01484592608176,230.3428240393987,7416.288970998721,7551.594384381315,7554.150708164088,1513.033427996561,2477.310063893674,2697.1229360537836,7549.799446482211,7903.917256387649,8024.192859235336
high_l90,high,90,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Chunked prefill,0,12681.911733991,3.154098596411851,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/high_l90/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,4.0,36.0,0.9,1986.372229497647,3652.494797593681,3974.314462361508,8736.730219970923,9008.505723910639,9148.621451389045,175.87956448551267,184.25448138150387,184.62275382888038,8665.982901962707,8704.70241161529,8717.41219129879,2244.48891801876,3676.6534599883016,3987.526519762468,8756.808267498855,9018.698259518715,9153.051759349182
high_l90,high,90,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Sarathi,0,12694.11455100635,3.151066570202718,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/high_l90/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,4.0,36.0,0.9,1996.6410244815052,3652.3487329948694,3968.314402901451,8756.801890966017,9014.000686991494,9159.26916472672,182.04780499218032,185.5347674980294,186.87973875028547,8665.95434199553,8705.742260080297,8721.08902848442,2254.989471490262,3676.4269929844886,3981.5864425007017,8772.892367502209,9028.378067014273,9163.599825886195
high_l90,high,90,mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,Chunked prefill,1,12698.765904991888,3.149912385129959,/home/onceas/Arantir/CUCUMIS-lorekeep/lorekeep/results/chapter5_baseline_variants/ratio_sweep_20step_5models_a100_overnight_baseline/raw/high_l90/mistral-7b-instruct-v0.2_fixed_chunk_vs_sarathi.json,40.0,4.0,36.0,0.9,1990.2953954879194,3665.3144125360996,3989.6581490145763,8753.448115021456,9026.558051619213,9164.613747878466,184.4959210138768,187.91636740788817,189.23568244557828,8675.96785898786,8719.23065482988,8735.917733226088,2248.3599664992653,3690.831938525662,4002.846756295184,8774.29492448573,9036.269918025937,9169.228561839554
