density,density_level,target_long_fraction_pct,model_key,model_label,method,method_variant,resource_profile,kv_profile,repeat_index,req_id,prefill_service_ms,decode_service_ms,decode_first_token_ms,source_first_latency_ms,source_finish_latency_ms
high_l50,high,50,gemma-7b-it,google--gemma-7b-it,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,long_extra_16,337.14237198000774,3037.912530009635,11.39278500340879,348.5351569834165,3375.0549019896425
high_l50,high,50,gemma-7b-it,google--gemma-7b-it,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,long_extra_17,307.81795596703887,4767.1341259847395,4.0788030019029975,311.89675896894187,5074.952081951778
high_l50,high,50,gemma-7b-it,google--gemma-7b-it,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,mid_b,80.06803598254919,4797.236939019058,74.95682717217278,79.83390596928075,4877.304975001607
high_l50,high,50,gemma-7b-it,google--gemma-7b-it,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,short_a,78.11062800465152,4891.343856987078,3.287866013124585,81.3984940177761,4969.454484991729
high_l50,high,50,gemma-7b-it,google--gemma-7b-it,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,short_extra_00,79.75841098232195,4781.92068496719,1.0457360185682774,80.80414700089023,4861.679095949512
high_l50,high,50,gemma-7b-it,google--gemma-7b-it,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,short_extra_01,80.48612897982821,4768.708657997195,0.695933005772531,81.18206198560074,4849.194786977023
high_l50,high,50,gemma-7b-it,google--gemma-7b-it,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,short_extra_02,79.58011201117188,4774.417408974841,4.1793849668465555,83.75949697801843,4853.997520986013
high_l50,high,50,gemma-7b-it,google--gemma-7b-it,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,short_extra_03,79.18583799619228,4767.648666980676,1.9964379607699811,81.18227595696226,4846.834504976869
high_l50,high,50,gemma-7b-it,google--gemma-7b-it,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,short_extra_04,78.59350898070261,4779.34995101532,1.6433760174550116,80.23688499815762,4857.943459996022
high_l50,high,50,gemma-7b-it,google--gemma-7b-it,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,short_extra_05,83.28236202942207,4776.626469974872,74.63478859335737,81.41740801511332,4859.908832004294
high_l50,high,50,gemma-7b-it,google--gemma-7b-it,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,short_extra_06,79.56078404095024,4778.917098941747,2.3647149791941047,81.92549902014434,4858.477882982697
high_l50,high,50,gemma-7b-it,google--gemma-7b-it,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,short_extra_07,79.43179499125108,4779.527942999266,3.040930023416877,82.47272501466796,4858.959737990517
high_l50,high,50,gemma-7b-it,google--gemma-7b-it,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,short_extra_08,80.31363901682198,4778.705436969176,4.902416956610978,85.21605597343296,4859.019075985998
high_l50,high,50,gemma-7b-it,google--gemma-7b-it,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,short_extra_09,79.48193897027522,4772.410294041038,0.20296004367992282,79.68489901395515,4851.892233011313
high_l50,high,50,gemma-7b-it,google--gemma-7b-it,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,short_extra_10,78.9460830274038,4804.721096006688,2.19989096513018,81.14597399253398,4883.6671790340915
high_l50,high,50,gemma-7b-it,google--gemma-7b-it,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,short_extra_11,79.65715799946338,4776.444258983247,1.671542995609343,81.32870099507272,4856.10141698271
high_l50,high,50,gemma-7b-it,google--gemma-7b-it,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,short_extra_12,80.29409201117232,4792.774764995556,3.959469962865114,84.25356197403744,4873.068857006729
high_l50,high,50,gemma-7b-it,google--gemma-7b-it,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,short_extra_13,78.94790702266619,4793.727262003813,2.6738979504443705,81.62180497311056,4872.675169026479
high_l50,high,50,gemma-7b-it,google--gemma-7b-it,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,short_extra_14,79.17902298504487,4242.890077002812,2.9346629744395614,82.11368595948443,4322.069099987857
high_l50,high,50,gemma-7b-it,google--gemma-7b-it,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,short_extra_15,81.16855600383133,4804.245589941274,1.517631986644119,82.68618799047545,4885.414145945106
high_l50,high,50,gemma-7b-it,google--gemma-7b-it,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,short_extra_16,82.39010500255972,4769.434891990386,74.52242018734978,81.30033599445596,4851.824996992946
high_l50,high,50,gemma-7b-it,google--gemma-7b-it,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,short_extra_17,79.22150398371741,4807.787859987002,2.8967129765078425,82.11821696022525,4887.009363970719
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,long_a,224.0698240348138,4796.118667931296,4.015317943412811,228.0851419782266,5020.18849196611
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,long_b,300.6885970244184,4811.615391983651,5.015955015551299,305.7045520399697,5112.303989008069
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,long_extra_00,227.20388899324462,4809.372465009801,10.078025981783867,237.28191497502849,5036.576354003046
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,long_extra_01,224.81491800863296,4807.057944010012,14.370282995514572,239.18520100414753,5031.872862018645
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,long_extra_02,272.68702996661887,4805.471529078204,11.429285048507154,284.116315015126,5078.158559044823
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,long_extra_03,278.36687001399696,4794.864526949823,8.400888997130096,286.76775901112705,5073.23139696382
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,long_extra_04,292.4497330095619,4806.747578957584,13.363600999582559,305.81333400914446,5099.197311967146
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,long_extra_05,219.78037897497416,4790.843179041985,9.522001026198268,229.30238000117242,5010.62355801696
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,long_extra_06,234.28396997042,4795.317626034375,3.214439027942717,237.49840899836272,5029.601596004795
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,long_extra_07,221.26634401502088,4819.857620983385,12.698492966592312,233.9648369816132,5041.123964998405
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,long_extra_08,250.64003799343482,4818.187250988558,9.785720962099731,260.42575895553455,5068.827288981993
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,long_extra_09,224.64788804063573,4838.64753897069,5.571915942709893,230.21980398334563,5063.295427011326
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,long_extra_10,224.74116197554395,4797.2035020357,9.092829015571624,233.83399099111557,5021.944664011244
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,long_extra_11,223.73378300108016,4804.630749044009,5.053363041952252,228.7871460430324,5028.364532045089
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,long_extra_12,223.22701703524217,4802.021868934389,6.8843739572912455,230.11139099253342,5025.248885969631
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,long_extra_13,227.9493029927835,4795.6525280023925,1.3961840304546058,229.3454870232381,5023.601830995176
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,long_extra_14,276.9439260009676,4803.048779955134,5.1371409790590405,282.08106698002666,5079.992705956101
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,long_extra_15,229.46944297291338,4798.429134069011,9.980788046959788,239.45023101987317,5027.898577041924
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,long_extra_16,292.8004179848358,4805.795210006181,12.504703016020358,305.30512100085616,5098.595627991017
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,long_extra_17,223.09847798896953,4800.428687012754,4.788968013599515,227.88744600256905,5023.527165001724
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,mid_b,78.62188800936565,4815.421101986431,1.4791819849051535,80.1010699942708,4894.042989995796
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,short_a,79.20112001011148,4791.567087988369,0.3631690051406622,79.56428901525214,4870.768207998481
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,short_extra_00,79.43283597705886,4801.402993034571,0.7085350225679576,80.14137099962682,4880.83582901163
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,short_extra_01,83.07976397918537,4797.926108993124,74.96759545301757,81.36576396645978,4881.00587297231
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,short_extra_02,79.34365898836404,4799.171802005731,0.3121940535493195,79.65585304191336,4878.515460994095
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,short_extra_03,78.62807303899899,4799.06787694199,2.174571971409023,80.80264501040801,4877.695949980989
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,short_extra_04,78.04146903799847,4778.450222918764,2.6459889486432076,80.68745798664168,4856.491691956762
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,short_extra_05,79.07031895592809,4798.075215076096,2.3594750673510134,81.4297940232791,4877.145534032024
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,short_extra_06,78.7142439512536,4786.9987260201015,2.631046052556485,81.34529000381008,4865.712969971355
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,short_extra_07,79.21197597170249,4786.622292012908,1.0676340316422284,80.27961000334471,4865.83426798461
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,short_extra_08,78.67294794414192,4822.856958082411,1.5996480942703784,80.2725960384123,4901.529906026553
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,short_extra_09,79.89631401142105,4785.865171987098,0.0827079638838768,79.97902197530493,4865.761485998519
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,short_extra_10,79.12166998721659,4804.46045397548,1.5664349775761366,80.68810496479273,4883.582123962697
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,short_extra_11,186.87694997061044,4800.47411104897,5.189517047256231,192.06646701786667,4987.351061019581
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,short_extra_12,77.77043798705563,4773.512446030509,2.409581036772579,80.18001902382821,4851.282884017564
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,short_extra_13,78.66699900478125,4764.3058659741655,1.583535980898887,80.25053498568013,4842.972864978947
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,short_extra_14,78.49949295632541,4818.793250073213,2.67382909078151,81.17332204710692,4897.2927430295385
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,short_extra_15,78.38606199948117,4773.486053978559,2.6140299742110074,81.00009197369218,4851.87211597804
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,short_extra_16,79.58003296516836,4819.600093003828,0.9639780037105083,80.54401096887887,4899.180125968996
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,short_extra_17,79.40559199778363,4822.145629033912,0.5057679954916239,79.91135999327525,4901.551221031696
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,long_a,223.98949996568263,4793.549600057304,5.14649908291176,229.13599904859439,5017.5391000229865
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,long_b,301.4116430422291,4816.95641996339,6.229591963347048,307.64123500557616,5118.368063005619
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,long_extra_00,227.52518102061003,4804.209492984228,8.843770949169993,236.36895196978003,5031.734674004838
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,long_extra_01,246.70830799732357,4802.818667958491,75.04404168685141,238.24321798747405,5049.526975955814
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,long_extra_02,274.6850399998948,4791.744367976207,10.014815954491496,284.6998559543863,5066.429407976102
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,long_extra_03,276.7373720416799,4816.263152984902,10.164298000745475,286.9016700424254,5093.000525026582
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,long_extra_04,295.43494601966813,4811.437540978659,9.373138949740678,304.8080849694088,5106.872486998327
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,long_extra_05,222.21274604089558,4798.725462984294,8.794591994956136,231.00733803585172,5020.938209025189
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,long_extra_06,225.5358939873986,4806.690583063755,8.92139901407063,234.45729300146922,5032.226477051154
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,long_extra_07,221.80296096485108,4808.177480008453,10.579535039141774,232.38249600399286,5029.980440973304
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,long_extra_08,249.6985309990123,4824.986741994508,9.069141000509262,258.76767199952155,5074.68527299352
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,long_extra_09,225.79375695204362,4813.670480041765,4.188123042695224,229.98187999473885,5039.464236993808
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,long_extra_10,224.92972103646025,4802.026346966159,9.607574960682541,234.5372959971428,5026.956068002619
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,long_extra_11,225.23491299943998,4797.288675967138,4.457953968085349,229.69286696752533,5022.523588966578
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,long_extra_12,225.31757201068103,4799.5777519536205,4.871494951657951,230.18906696233898,5024.8953239643015
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,long_extra_13,221.4768849662505,4855.659913038835,9.05026204418391,230.52714701043442,5077.136798005085
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,long_extra_14,277.43977797217667,4826.930624025408,5.780122068244964,283.21990004042163,5104.370401997585
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,long_extra_15,228.73213404091075,4806.20904895477,11.42283994704485,240.1549739879556,5034.941182995681
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,long_extra_16,292.9210579604842,4800.8168280357495,12.381543056108057,305.30260101659223,5093.737885996234
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,long_extra_17,222.59930695872754,4797.745815012604,7.658054062630981,230.25736102135852,5020.3451219713315
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,mid_b,82.43554196087644,4788.004374073353,74.81256834489614,80.1827980321832,4870.439916034229
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,short_a,78.94571003271267,4767.634258954786,1.2554059503600001,80.20111598307267,4846.579968987498
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,short_extra_00,78.52543098852038,4806.321084033698,1.4881319948472083,80.01356298336759,4884.846515022218
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,short_extra_01,78.64488603081554,4791.669133934192,1.4407469425350428,80.08563297335058,4870.314019965008
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,short_extra_02,78.33808002760634,4806.370943959337,1.6844189376570284,80.02249896526337,4884.709023986943
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,short_extra_03,79.35475598787889,4784.1657640528865,1.6366090276278555,80.99136501550674,4863.520520040765
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,short_extra_04,80.22545301355422,4823.178028978873,2.6539809769019485,82.87943399045616,4903.403481992427
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,short_extra_05,78.72727100038901,4795.202390989289,2.3698980221524835,81.0971690225415,4873.929661989678
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,short_extra_06,80.15828899806365,4805.489953025244,0.24513999233022332,80.40342899039388,4885.648242023308
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,short_extra_07,80.4110019817017,4790.868486044928,74.857320094452,79.97002603951842,4871.27948802663
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,short_extra_08,78.81558401277289,4808.5988640086725,0.5725109949707985,79.38809500774369,4887.414448021445
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,short_extra_09,79.81107599334791,4780.604241008405,74.69694126575632,79.49385698884726,4860.415317001753
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,short_extra_10,78.06169596733525,4799.691841006279,2.105900028254837,80.16759599559009,4877.753536973614
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,short_extra_11,79.04359203530475,4784.378365962766,2.241148962639272,81.28474099794403,4863.421957998071
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,short_extra_12,79.01572895934805,4799.142771051265,0.42501906864345074,79.4407480279915,4878.158500010613
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,short_extra_13,77.96608901116997,4779.34898796957,2.0691249519586563,80.03521396312863,4857.31507698074
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,short_extra_14,78.09879200067371,4785.528446955141,2.884922956582159,80.98371495725587,4863.627238955814
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,short_extra_15,78.13911599805579,4815.397628990468,2.124973980244249,80.26408997830003,4893.536744988523
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,short_extra_16,79.66936298180372,4787.330711027607,0.03348104655742645,79.70284402836114,4867.000074009411
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,1,short_extra_17,78.43706099083647,4794.5278260158375,2.8998610214330256,81.3369220122695,4872.964887006674
high_l50,high,50,qwen2.5-7b-instruct,Qwen--Qwen2.5-7B-Instruct,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,long_a,214.87666497705504,4125.368667009752,64.45888542202738,214.67816003132612,4340.245331986807
high_l50,high,50,qwen2.5-7b-instruct,Qwen--Qwen2.5-7B-Instruct,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,long_b,272.00366102624685,4174.393580004107,3.1535709858871996,275.15723201213405,4446.397241030354
high_l50,high,50,qwen2.5-7b-instruct,Qwen--Qwen2.5-7B-Instruct,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,long_extra_00,217.22453000256792,4132.595940027386,5.1151689840480685,222.33969898661599,4349.820470029954
high_l50,high,50,qwen2.5-7b-instruct,Qwen--Qwen2.5-7B-Instruct,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,long_extra_01,214.55220005009323,4174.659792974126,12.730083952192217,227.28228400228545,4389.211993024219
high_l50,high,50,qwen2.5-7b-instruct,Qwen--Qwen2.5-7B-Instruct,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,long_extra_02,263.56473396299407,4136.306796048302,6.292648031376302,269.85738199437037,4399.871530011296
high_l50,high,50,qwen2.5-7b-instruct,Qwen--Qwen2.5-7B-Instruct,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,long_extra_03,258.05378396762535,4156.159853038844,12.337195046711713,270.39097901433706,4414.213637006469
high_l50,high,50,qwen2.5-7b-instruct,Qwen--Qwen2.5-7B-Instruct,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,long_extra_04,269.56493296893314,4130.278249038383,13.073813053779304,282.63874602271244,4399.8431820073165
high_l50,high,50,qwen2.5-7b-instruct,Qwen--Qwen2.5-7B-Instruct,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,long_extra_05,210.02854796824977,4166.3638520403765,11.077072005718946,221.10561997396871,4376.392400008626
high_l50,high,50,qwen2.5-7b-instruct,Qwen--Qwen2.5-7B-Instruct,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,long_extra_06,219.17087596375495,4173.819402058143,3.989767050370574,223.16064301412553,4392.990278021898
high_l50,high,50,qwen2.5-7b-instruct,Qwen--Qwen2.5-7B-Instruct,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,0,long_extra_07,217.43277698988095,4146.200625982601,6.432932976167649,223.8657099660486,4363.633402972482
