density,density_level,target_long_fraction_pct,model_key,method,method_variant,dispatcher,gpu_count,replica_count,replica_execution,repeat_count,all_completion_p50_ms,all_completion_p90_ms,all_completion_p99_ms,all_ttft_p50_ms,all_ttft_p90_ms,all_ttft_p99_ms,long_completion_p50_ms,long_completion_p90_ms,long_completion_p99_ms,long_request_count,long_ttft_p50_ms,long_ttft_p90_ms,long_ttft_p99_ms,measured_long_fraction,request_count,round_wall_ms,short_completion_p50_ms,short_completion_p90_ms,short_completion_p99_ms,short_request_count,short_ttft_p50_ms,short_ttft_p90_ms,short_ttft_p99_ms,throughput_rps
high_l10,high,10,baichuan2-7b-chat,CUCUMIS,CUCUMIS-2A100-RR,round_robin,2.0,2,real_split_workload_sequential_a100,2,4500.925851491047,5035.563475615345,5219.553398701828,148.91732575779315,198.4414487669713,521.7110914457588,3323.4063972486183,5159.608026233036,5305.21389825386,4.0,419.7569484967971,535.7455641846173,577.8489824011922,0.1,40.0,8973.211436989932,4500.925851491047,5030.336452473421,5055.538620565494,36.0,141.54043051530607,160.41454326477833,174.08423113374738,4.461746860985896
high_l10,high,10,baichuan2-7b-chat,CUCUMIS,CUCUMIS-2A100-LB,least_backlog,2.0,2,real_split_workload_sequential_a100,2,4741.51780550892,5036.608588701347,5252.076818892674,150.28628348954953,162.13689285505097,479.73353323264746,3458.1796617421787,5270.995336966007,5361.891626316647,4.0,402.6412824896397,479.9778089829488,480.7106362338527,0.1,40.0,9230.628549531359,4741.51780550892,5019.544535753084,5064.056767201691,36.0,149.79745472373907,158.6384607362561,161.1649665312143,4.333399915407371
high_l30,high,30,baichuan2-7b-chat,CUCUMIS,CUCUMIS-2A100-RR,round_robin,2.0,2,real_split_workload_sequential_a100,2,4554.2448529886315,4804.00427399436,5048.1022149155615,142.35795149579644,445.46949311043136,504.84652330051176,3512.407765505486,4993.883729717345,5067.978513589478,12.0,424.3308940058341,502.544049025164,505.4595687368419,0.3,40.0,8760.582079473208,4554.2448529886315,4688.800624763826,4802.616359075764,28.0,140.98923550045583,144.34745415637735,147.05517198570305,4.565906876703294
high_l30,high,30,baichuan2-7b-chat,CUCUMIS,CUCUMIS-2A100-LB,least_backlog,2.0,2,real_split_workload_sequential_a100,2,4500.726322236005,4714.423825024278,4856.449205112876,141.38003248081077,433.96464760880923,496.4717364651733,3650.85648848617,4841.914227491361,4862.024350349093,12.0,428.2357475021854,491.03739715355914,497.52272401965456,0.3,40.0,8695.445758040416,4502.652618233697,4578.75738235598,4595.668750437035,28.0,140.1416107401019,145.57034744648263,148.5176891979063,4.600109248857532
high_l50,high,50,baichuan2-7b-chat,CUCUMIS,CUCUMIS-2A100-RR,round_robin,2.0,2,real_split_workload_sequential_a100,2,4841.439788986463,5200.273750530323,5343.866228054976,162.36073950130958,517.5114457553718,606.3906629214762,3243.467005973798,5158.345151366666,5312.66910698323,20.0,416.638455746579,566.2639631424099,608.8416478125146,0.5,40.0,9307.400128981355,5040.04623075889,5220.026780679473,5233.78302534431,20.0,155.69084900198504,161.8710762966657,292.3512640481929,4.300007152082625
high_l50,high,50,baichuan2-7b-chat,CUCUMIS,CUCUMIS-2A100-LB,least_backlog,2.0,2,real_split_workload_sequential_a100,2,4601.154257994494,4862.387671408942,4967.056674552732,146.86182398872916,503.19392386300024,566.7612116414239,3718.01340674574,4899.285587746999,4984.896325560403,20.0,416.71489250438754,512.3659041913926,572.300246443192,0.5,40.0,8975.27978199909,4613.177444218309,4698.126653485815,4713.480414864607,20.0,140.992995002307,146.68215499259531,176.64865426835598,4.456686506891087
high_l70,high,70,baichuan2-7b-chat,CUCUMIS,CUCUMIS-2A100-RR,round_robin,2.0,2,real_split_workload_sequential_a100,2,4687.60671124619,4896.711546229199,5078.853807663545,230.6683934875764,484.1246359719662,591.8167049996555,4051.4349472505273,4958.960294065764,5081.912739304826,28.0,377.10713625710923,518.3559844474075,595.674598379992,0.7,40.0,8699.034359996422,4783.988220486208,4816.145754704485,4823.009368813073,12.0,138.31155200023204,152.5615944818128,170.96231681265635,4.598220186780289
high_l70,high,70,baichuan2-7b-chat,CUCUMIS,CUCUMIS-2A100-LB,least_backlog,2.0,2,real_split_workload_sequential_a100,2,4697.406765495543,5452.768750549876,5692.616488306667,314.52705325500574,572.0855948282406,646.9746942623169,3531.852528511081,5517.315201484598,5696.9898548250785,28.0,404.6210350061301,598.4752836695407,650.2626792647061,0.7,40.0,8836.03711700235,4723.6421632551355,5438.828142039711,5451.037284521444,12.0,148.39886226400267,158.628561385558,164.39414079592098,4.526917454933227
high_l90,high,90,baichuan2-7b-chat,CUCUMIS,CUCUMIS-2A100-RR,round_robin,2.0,2,real_split_workload_sequential_a100,2,4789.125730501837,5129.82543715043,5341.953007126285,408.7082027544966,521.3013599422993,600.1792660114006,4370.6988009944325,5168.077735754196,5341.984742805653,36.0,425.62159574299585,527.5760095246369,600.8280931928311,0.9,40.0,9073.41347348758,5002.13164476736,5066.285095352214,5066.561568735051,4.0,140.0592155114282,141.2708372808993,141.5483250573743,4.408484371172088
high_l90,high,90,baichuan2-7b-chat,CUCUMIS,CUCUMIS-2A100-LB,least_backlog,2.0,2,real_split_workload_sequential_a100,2,4777.955626763287,5146.471581415972,5330.621874317876,407.24071650765836,520.9425137116341,601.031712651602,3422.0610982738435,5148.784509015968,5331.424481977592,36.0,426.002036765567,531.0688864992699,602.0088296121685,0.9,40.0,9122.513427507347,5038.431908746134,5066.826810449129,5067.468107293826,4.0,142.04738051921595,146.2010629446013,147.68335173401283,4.384756494962499
mid_l10,mid,10,gemma-2-9b-it,CUCUMIS,CUCUMIS-2A100-RR,round_robin,2.0,2,real_split_workload_sequential_a100,2,8225.569964008173,8632.450942805735,8821.366697574267,252.55529825517442,294.72712604329024,844.5948432220029,5540.538660512539,8784.546636405867,8885.70806208998,4.0,692.4758505047066,857.5788318674313,896.5307978037163,0.1,40.0,14333.407092474277,8265.673476998927,8601.022571499925,8671.256817622634,36.0,250.9297694923589,256.57194247469306,266.23751761508174,2.7907852820663717
mid_l10,mid,10,gemma-2-9b-it,CUCUMIS,CUCUMIS-2A100-LB,least_backlog,2.0,2,real_split_workload_sequential_a100,2,7871.69911750243,7989.286986508523,8282.740698475973,241.42659148492385,252.73608964052988,734.4809983475716,5204.601312012528,8324.459595244844,8454.238042961806,4.0,606.2246197543573,735.3644441551296,738.0147815778037,0.1,40.0,13628.384087480714,7871.69911750243,7988.456414997927,7991.850010919734,36.0,241.10808224941138,246.06455577304587,276.0179342236369,2.9350695112643996
mid_l30,mid,30,gemma-2-9b-it,CUCUMIS,CUCUMIS-2A100-RR,round_robin,2.0,2,real_split_workload_sequential_a100,2,7903.219169005752,8456.697748359875,8643.486434421211,243.16686649399344,730.5504391959403,838.4783103322843,8237.259601752157,8631.357183406362,8643.96591188939,12.0,672.3151107580634,794.3005691631697,858.4655899537029,0.3,40.0,13557.766297496033,7900.6666485074675,7996.158321396797,8148.567208546738,28.0,241.63644800137263,244.2363718932029,260.2137972583296,2.950340967629546
mid_l30,mid,30,gemma-2-9b-it,CUCUMIS,CUCUMIS-2A100-LB,least_backlog,2.0,2,real_split_workload_sequential_a100,2,8014.940811495762,8300.031212478643,8551.402791041764,246.06430949643254,720.8211442979518,760.2792708636844,8161.787100500078,8524.817981099477,8560.066297226003,12.0,643.5206799942534,739.9423074850347,769.2493136276607,0.3,40.0,13652.97988899551,8005.783274740679,8100.731693048147,8105.386768078315,28.0,244.90071200125385,248.32119897182565,251.78706737526227,2.929766404507049
mid_l50,mid,50,gemma-2-9b-it,CUCUMIS,CUCUMIS-2A100-RR,round_robin,2.0,2,real_split_workload_sequential_a100,2,8110.18149125448,8489.44187919551,8657.518810818729,246.47712751175277,697.7278072910849,860.8840025213431,8202.74727549986,8564.52703436371,8686.71166731423,20.0,613.8220837456174,792.0991373190191,872.4345212228944,0.5,40.0,14096.70605398283,8109.278050498688,8163.700898824027,8166.564180848945,20.0,244.1088989871787,246.6875099693425,249.00270463171182,2.8375436426089307
mid_l50,mid,50,gemma-2-9b-it,CUCUMIS,CUCUMIS-2A100-LB,least_backlog,2.0,2,real_split_workload_sequential_a100,2,8038.134469243232,8515.715972922044,8631.414447661955,248.1263617228251,799.8115022608545,871.9791211863048,8225.811006515869,8573.223011038499,8640.902571154293,20.0,688.1564452633029,847.5683884695172,878.4419492795132,0.5,40.0,13982.996273013174,8026.023647485999,8051.357090249076,8055.55606919399,20.0,241.22996874211822,263.3576709864428,297.57225793960964,2.860620172975981
mid_l70,mid,70,gemma-2-9b-it,CUCUMIS,CUCUMIS-2A100-RR,round_robin,2.0,2,real_split_workload_sequential_a100,2,8186.098850259441,8531.038633844582,8828.304057174246,302.9747065156698,777.2769491362851,1004.3427838699425,8148.598236497492,8584.03750010475,8857.344402651652,28.0,604.2986925167497,800.538079906255,1034.5257297472563,0.7,40.0,13759.786697528752,8205.257803987479,8218.229430759675,8221.017669627909,12.0,243.31708101090044,247.02965170436073,281.5018506179331,2.907416101656836
mid_l70,mid,70,gemma-2-9b-it,CUCUMIS,CUCUMIS-2A100-LB,least_backlog,2.0,2,real_split_workload_sequential_a100,2,8393.532534231781,9271.484576843795,9517.149966905708,303.14024625113234,840.1128488068935,1044.6984162958688,8424.940247510676,9331.817077062442,9532.844353080145,28.0,676.8070092366543,861.2318778585177,1057.4274943579803,0.7,40.0,14537.282618525782,8079.745649243705,8889.538200190873,8892.4891710456,12.0,242.66077723586932,267.8148818464251,270.40766679216176,2.751549369046498
mid_l90,mid,90,gemma-2-9b-it,CUCUMIS,CUCUMIS-2A100-RR,round_robin,2.0,2,real_split_workload_sequential_a100,2,9024.369115504669,9564.746981594362,9752.016780718113,679.4054002384655,895.7374398305548,1038.933766814298,9025.637853512308,9578.423345999909,9761.043351617991,36.0,685.3247577673756,920.6829252361786,1040.6371952936752,0.9,40.0,15015.704334493825,9004.279214248527,9154.190787638072,9194.106045810622,4.0,264.3847667641239,281.27299612679053,287.0445898323669,2.6638961312278346
mid_l90,mid,90,gemma-2-9b-it,CUCUMIS,CUCUMIS-2A100-LB,least_backlog,2.0,2,real_split_workload_sequential_a100,2,8286.095921241213,8905.262677834253,9204.75818428502,647.5991074985359,769.4917512038955,918.9035429613432,8291.313321475172,8943.038863231777,9206.930841846042,36.0,653.0110320163658,777.2666340024443,920.5822140414966,0.9,40.0,14253.548666469618,8245.488610016764,8527.315200504381,8622.750317147584,4.0,241.30200300714932,249.8592303483747,253.1598751799902,2.8123460297675242
high_l10,high,10,gemma-2-9b-it,CUCUMIS,CUCUMIS-2A100-RR,round_robin,2.0,2,real_split_workload_sequential_a100,2,7914.905851997901,7962.941910879454,8417.435838607198,241.00320450088475,294.4336878455944,774.1143504134379,5364.338561252225,8422.807325664326,8438.921786835708,4.0,637.2192319831811,781.8353965529241,804.9985349713825,0.1,40.0,12175.374311019224,7914.905851997901,7958.092535249307,7968.9539543454885,36.0,240.4615685081808,244.50295224960428,279.73164346767584,3.2853206120377534
high_l10,high,10,gemma-2-9b-it,CUCUMIS,CUCUMIS-2A100-LB,least_backlog,2.0,2,real_split_workload_sequential_a100,2,7864.975212491117,7873.205925326329,8154.3034982305835,240.92917224334087,245.73164748144336,723.3214283152483,5141.508911503479,8189.670040289639,8317.518428522744,4.0,604.6624427544884,724.0487543633208,726.230732507538,0.1,40.0,12107.999847535068,7866.016492494964,7872.6514959853375,7875.851254956797,36.0,240.46219101001043,243.8630117540015,245.94505025888793,3.3036011676150747
high_l30,high,30,gemma-2-9b-it,CUCUMIS,CUCUMIS-2A100-RR,round_robin,2.0,2,real_split_workload_sequential_a100,2,7832.882968999911,8449.62057605735,8672.665458833508,241.43297826230992,717.0665061887121,936.867941385717,8189.37526375521,8648.91871488362,8683.536600373627,12.0,672.1646850201068,855.0411904376233,973.9147525868611,0.3,40.0,12120.479258496762,7829.949048507842,8052.565638642409,8163.4642036719015,28.0,239.7731465025572,248.69041947240476,322.4528256856138,3.3002064597848033
high_l30,high,30,gemma-2-9b-it,CUCUMIS,CUCUMIS-2A100-LB,least_backlog,2.0,2,real_split_workload_sequential_a100,2,7915.861819768907,8287.104533769889,8432.20286353695,243.60917773447,620.363495440688,726.7211273536668,8091.173582506599,8391.145364454133,8449.501432928664,12.0,441.031245252816,724.8800054861931,727.3152698509512,0.3,40.0,12172.889509997587,7910.850604268489,7967.139197257347,7973.147312593064,28.0,241.9572729850188,247.2302401525667,262.87043454445666,3.286005113777129
high_l50,high,50,gemma-2-9b-it,CUCUMIS,CUCUMIS-2A100-RR,round_robin,2.0,2,real_split_workload_sequential_a100,2,8060.96503273875,8523.077036472387,8692.582808079023,252.8949382394785,705.8937310706824,960.371684760612,8236.604656005511,8650.466046962538,8701.563117768674,20.0,611.6321627778234,830.8207606838552,975.6496979566872,0.5,40.0,12418.753757522465,8049.9018067494035,8165.833467346965,8253.382269885624,20.0,244.6128124865936,257.3445633286611,455.2650764767893,3.221630814116023
high_l50,high,50,gemma-2-9b-it,CUCUMIS,CUCUMIS-2A100-LB,least_backlog,2.0,2,real_split_workload_sequential_a100,2,8033.408393501304,8481.163071896299,8598.25147168216,247.79698901693337,763.1644262233749,924.4625490304315,8051.928095504991,8547.961524451966,8603.3870515725,20.0,648.1843512592604,840.2809485036414,936.0065500281052,0.5,40.0,12501.37261449967,8033.194993244251,8054.951432446251,8055.856975821371,20.0,242.37108101078775,270.0970913370839,320.9046256035799,3.199650758481258
high_l70,high,70,gemma-2-9b-it,CUCUMIS,CUCUMIS-2A100-RR,round_robin,2.0,2,real_split_workload_sequential_a100,2,8273.39129675238,8528.775459874305,8730.451410517853,320.5168375134235,783.5083982732613,867.7446955561754,8227.418309019413,8581.749207901885,8737.132639900374,28.0,621.6446105099749,789.4730383646674,878.4129156931886,0.7,40.0,12558.138344486924,8308.516790755675,8325.847485417034,8327.090526198735,12.0,243.1724090129137,247.17573170782998,251.10135455266573,3.1851892305073983
high_l70,high,70,gemma-2-9b-it,CUCUMIS,CUCUMIS-2A100-LB,least_backlog,2.0,2,real_split_workload_sequential_a100,2,8425.604486532393,9133.957005300908,9260.129545070813,338.99872926122043,865.7946817285847,960.1255906606093,8386.309325273032,9163.227454508888,9269.560419053887,28.0,630.6687887408771,890.6946728966432,962.6407613791525,0.7,40.0,12933.67987350107,8691.931368754013,8760.81816375663,8770.512960851484,12.0,251.21344850049354,259.7671803319827,261.43746779009234,3.094514857879154
high_l90,high,90,gemma-2-9b-it,CUCUMIS,CUCUMIS-2A100-RR,round_robin,2.0,2,real_split_workload_sequential_a100,2,8386.388601255021,8953.21960723959,9176.945254812017,495.17309600196313,826.1259924533078,903.5424841797794,8407.931440990069,8970.208382233977,9180.760823190212,36.0,618.5515947727254,834.171054259059,903.6364680607221,0.9,40.0,12975.991137001241,8349.505635502283,8612.362678404315,8648.713479596481,4.0,237.74542298633605,262.0448348519858,271.4174651430221,3.083108259578565
high_l90,high,90,gemma-2-9b-it,CUCUMIS,CUCUMIS-2A100-LB,least_backlog,2.0,2,real_split_workload_sequential_a100,2,8439.75335075811,9519.873467681464,9653.656351729005,455.16506950662006,996.5241701516788,1029.8964516090928,8353.832476001116,9563.674468488898,9655.8786567286,36.0,597.2370012459578,996.9276267511304,1030.3744424687466,0.9,40.0,13547.821375489259,9047.326622516266,9117.950771498727,9117.950771498727,4.0,255.5278364889091,271.64687699405476,271.64687699405476,2.9525175367198093
mid_l10,mid,10,gemma-7b-it,CUCUMIS,CUCUMIS-2A100-RR,round_robin,2.0,2,real_split_workload_sequential_a100,2,4917.677313249442,5450.444490398513,5674.723960732808,151.6426752496045,232.85328643687578,593.1634865366505,5327.264997235034,5690.06187710329,5736.075626214733,4.0,541.4891597465612,599.4679949508281,618.3815201933612,0.1,40.0,10748.859246507385,4626.249293753062,5447.195735760033,5451.31760143413,36.0,143.09000999492127,162.87503975036088,191.38709690741956,3.7213442845567046
mid_l10,mid,10,gemma-7b-it,CUCUMIS,CUCUMIS-2A100-LB,least_backlog,2.0,2,real_split_workload_sequential_a100,2,5049.514102734975,5178.030440173461,5230.778060977173,155.73590599524323,163.7170514848549,557.6754397663171,5086.662363508367,5221.891956916079,5250.934898956912,4.0,502.39678924845066,560.9255645860685,570.6759390453226,0.1,40.0,10738.950788493134,4923.871215985855,5176.459746013279,5184.021194229717,36.0,147.8762829938205,160.45748350734357,162.77380916435504,3.7247681982599476
